"sd_id","sd_model_name","sd_model_code","sd_maker","sd_release_date","sd_os","sd_sale_type","sd_display_cm","sd_display_in","sd_display_type","sd_display_resolution","sd_display_ppi","sd_display_hz","sd_display_aspect_ratio","sd_display_size","sd_display_width","sd_display_height","sd_display_hdr","sd_ap_type","sd_core","sd_core_clock","sd_gpu_core","sd_npu_dsp","sd_sensor_hub","sd_modem","sd_ram","sd_Builtin_memory","sd_storage","sd_external_memory","sd_5g","sd_4g","sd_wifi","sd_bluetooth","sd_satellite","sd_usim_type","sd_dual_usim","sd_camera_type","sd_back_camera","sd_front_camera","sd_camera_resolution","sd_flash","sd_photo_resolution","sd_front_resolution","sd_front_video_resolution","sd_camera_aperture","sd_hand_tremor_correction","sd_hand_tremor_protection","sd_camera_flash","sd_hdr_filming","sd_auto_hdr","sd_optical_zoom","sd_geotag","sd_laser_auto_focus","sd_auto_focus","sd_out_focus","sd_touch_focus","sd_panorama","sd_tof","sd_night_photography","sd_iphone_terminal","sd_speaker","sd_high_sound_quality","sd_sound_technology","sd_fingerprint","sd_face","sd_iris","sd_voice","sd_ai","sd_payment","sd_touch_pen","sd_dustproof","cs_etc","cs_charging_terminal","sd_battery","sd_battery_type1","sd_battery_type2","sd_battery_type3","sd_battery_terminal","sd_fast_charge","sd_wireless_charge","sd_color","sd_width","cs_height","cs_thickness","cs_weight"
"1","아이폰11","A2221","apple",\n,"iOS13","통신사가입-SKT","15.49","6.1","IPS-LCD","1792x828","326","60Hz","19.5:9","79.00%",\n,\n,\n,"애플 A13 Bionic","헥사(6)코어",\n,\n,\n,\n,\n,"4GB","128GB",\n,"MicroSD 미지원",\n,"LTE-A Cat.19","802.11 a/b/g/n/ac/ax","v5.0",\n,"나노유심",\n,\n,"1,200만+1,200만","1,200만+TOF 3D","2160p(UHD),24fps",\n,\n,\n,\n,"F1.8","광학식손떨림보정(OIS)+전자식손떨림보정(EIS)",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"스테레오(2개)",\n,\n,\n,"FaceID",\n,\n,"Siri","애플페이(국내미지원)",\n,"IP68",\n,"라이트닝8핀","3110",\n,\n,"배터리일체형","최대18W","고속충전지원","Qi무선충전",\n,"75.7","150.9","8.3","194"
"2","아이폰11 Pro","A2215","apple",\n,"iOS13","공기계-새제품","14.73","5.8","OLED","2436x1125","458","60Hz","19.5:9","82.10%",\n,\n,"돌비비젼+HDR10","애플 A13 Bionic","헥사(6)코어",\n,\n,\n,\n,\n,"4GB","256GB",\n,"MicroSD 미지원",\n,"LTE-A Cat.19","802.11 a/b/g/n/ac/ax","v5.0",\n,"나노유심",\n,\n,"1,200만+1,200만+1,200만","1,200만+TOF 3D","2160p(UHD),24fps",\n,\n,\n,\n,"F1.8","광학식손떨림보정(OIS)+전자식손떨림보정(EIS)","○",\n,"○",\n,"○",\n,\n,"○",\n,\n,\n,"○","○",\n,"스테레오(2개)",\n,\n,\n,"FaceID",\n,\n,"Siri","애플페이(국내미지원)",\n,"IP68",\n,"라이트닝8핀","3190",\n,\n,"배터리일체형","최대18W","USB PD3.0","Qi무선충전",\n,"71.4","144","8.1","188"
"3","아이폰11 Pro Max","A2218","apple",\n,"iOS13","통신사가입-SKT","16.51","6.5","OLED","2688x1242","458","60Hz","19.5:9","83.70%",\n,\n,"돌비비젼+HDR10","애플 A13 Bionic","헥사(6)코어",\n,\n,\n,\n,\n,"4GB","64GB",\n,"MicroSD 미지원",\n,"LTE-A Cat.19","802.11 a/b/g/n/ac/ax","v5.0",\n,"나노유심",\n,\n,"1,200만+1,200만+1,200만","1,200만+TOF 3D","2160p(UHD),24fps",\n,\n,\n,\n,"F1.8","광학식손떨림보정(OIS)+전자식손떨림보정(EIS)",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"스테레오(2개)",\n,\n,\n,"FaceID",\n,\n,"Siri","애플페이(국내미지원)",\n,"IP68",\n,"라이트닝8핀","3500",\n,\n,"배터리일체형","최대18W","USB PD3.0","Qi무선충전",\n,"77.8","158","8.1","226"
"4","아이폰Xs","A2097","apple",\n,"iOS12","가개통/중고","14.73","5.8","S-AMOLED","2436x1125","458","60Hz","19.5:9","82.90%",\n,\n,"돌비비젼+HDR10","애플 A12 Bionic","헥사(6)코어","2.5GHz+1.53GHz","APPLE G11P",\n,\n,\n,"4GB","64GB","NVMe","MicroSD 미지원",\n,"LTE-A Cat.16","802.11 a/b/g/n/ac","v5.0",\n,"나노유심",\n,\n,"1,200만+1,200만","700만","2160p(UHD),24fps",\n,\n,\n,\n,"F1.8","광학식손떨림보정(OIS)","○","○","○",\n,"○",\n,\n,"○",\n,\n,\n,\n,\n,\n,"스테레오(2개)","24비트 음원재생",\n,\n,"FaceID",\n,\n,"Siri","애플페이(국내미지원)",\n,"IP68",\n,"라이트닝8핀",\n,\n,\n,"배터리일체형","최대15W","고속충전지원","Qi무선충전: 최대7.5W",\n,"70.9","143.6","7.7","177"
"5","아이폰Xs Max","A2101","apple",\n,"iOS12","가개통/중고","16.51","6.5","S-AMOLED","2688x1242","458","60Hz","19.5:9","84.40%",\n,\n,"돌비비젼+HDR10","애플 A12 Bionic","헥사(6)코어","2.5GHz+1.53GHz","APPLE G11P",\n,\n,\n,"4GB","64GB","NVMe","MicroSD 미지원",\n,"LTE-A Cat.16","802.11 a/b/g/n/ac","v5.0",\n,"나노유심",\n,\n,"1,200만+1,200만","700만","2160p(UHD),24fps",\n,\n,\n,\n,"F1.8","광학식손떨림보정(OIS)","○","○","○",\n,"○",\n,\n,"○",\n,\n,\n,\n,\n,\n,"스테레오(2개)","24비트 음원재생",\n,\n,"FaceID",\n,\n,"Siri","애플페이(국내미지원)",\n,"IP68",\n,"라이트닝8핀",\n,\n,\n,"배터리일체형","최대15W","고속충전지원","Qi무선충전: 최대7.5W",\n,"77.4","157.5","7.7","208"
"6","아이폰Xr","A2105","apple",\n,"iOS12","가개통/중고","15.49","6.1","IPS-LCD","1792x828","326","60Hz","19.5:9","79%",\n,\n,"돌비비젼+HDR10","애플 A12 Bionic","헥사(6)코어","2.5GHz+1.53GHz","APPLE G11P",\n,\n,\n,"3GB","64GB","NVMe","MicroSD 미지원",\n,"LTE-A Cat.12","802.11 a/b/g/n/ac","v5.0",\n,"나노유심",\n,\n,"1,200만","700만","2160p(UHD),24fps",\n,\n,\n,\n,"F1.8","광학식손떨림보정(OIS)","○","○","○",\n,\n,\n,\n,"○",\n,\n,\n,\n,\n,\n,"스테레오(2개)","24비트 음원재생",\n,\n,"FaceID",\n,\n,"Siri","애플페이(국내미지원)",\n,"IP67",\n,"라이트닝8핀","2942",\n,\n,"배터리일체형","최대15W","고속충전지원","Qi무선충전: 최대7.5W",\n,"75","150.9","8.3","194"
"7","아이폰X","A1901","apple",\n,"iOS 11","가개통/중고","14.73","5.8","AMOLED","2436x1125","458","60Hz","19.5:9","92%",\n,\n,"돌비비젼+HDR10","애플 A11 Bionic","헥사(6)코어","2.4GHz+1.3GHz",\n,\n,\n,\n,"3GB","64GB","NVMe","MicroSD 미지원",\n,"LTE-A Cat.12","802.11 a/b/g/n/ac","v5.0",\n,"나노유심",\n,\n,"1,200만+1,200만","700만","2160p(UHD),60fps",\n,\n,\n,\n,"F1.8","광학식손떨림보정(OIS)","○","○","○",\n,"○","○",\n,"○",\n,"○",\n,\n,\n,\n,"스테레오(2개)",\n,\n,\n,"FaceID",\n,\n,"Siri","애플페이(국내미지원)",\n,"IP67",\n,"라이트닝8핀","2716",\n,\n,"배터리일체형","최대15W",\n,"Qi무선충전: 최대7.5W",\n,"70.9","143.6","7.7","174"
"8","아이폰7 Plus","A1784","apple",\n,"iOS10","가개통/중고",\n,"5.5","IPS-LCD","1920x1080","401",\n,"16:09","79.20%",\n,\n,\n,"애플A10 Fusion","쿼드(4)코어","2.3GHz","PowerVR GT7600+",\n,\n,\n,"3GB","32GB","NVMe","MicroSD 미지원",\n,"LTE-A Cat.9","802.11 a/b/g/n/ac","v4.2",\n,"나노유심",\n,\n,"1,200만","700만","2160p(UHD),30fps",\n,\n,\n,\n,"F1.8","광학식손떨림보정(OIS)","○","○","○",\n,\n,"○",\n,"○",\n,"○",\n,\n,\n,\n,"스테레오(2개)",\n,\n,"지문인식",\n,\n,\n,"Siri","애플페이(국내미지원)",\n,"IP67",\n,"라이트닝8핀","2900",\n,\n,"배터리일체형",\n,\n,\n,\n,"77.9","158.2","7.3","188"
"9","아이폰6s","A1688","apple",\n,"iOS9","가개통/중고","11.93","4.7","IPS-LCD","1334x750","326",\n,"16:09","77.70%",\n,\n,\n,"애플A9",\n,\n,"PowerVR GT7600",\n,\n,\n,"2GB","32GB","NVMe","MicroSD 미지원",\n,"LTE-A Cat.6","802.11 a/b/g/n/ac","v4.0",\n,"나노유심",\n,\n,"1,200만","500만","2160p(UHD),30fps",\n,\n,\n,\n,"F2.2","광학식손떨림보정(OIS)","○","○","○",\n,\n,"○",\n,"○",\n,"○",\n,\n,\n,"3.5mm",\n,\n,\n,"지문인식",\n,\n,\n,"Siri",\n,\n,\n,\n,"라이트닝8핀","1715",\n,\n,"배터리일체형",\n,\n,\n,\n,"67.1","138.2","7.1","143"
"10","아이폰6s Plus","A1687","apple",\n,"iOS9","가개통/중고","13.97","5.5","IPS-LCD","1920x1080","401",\n,"16:09","79.20%",\n,\n,\n,"애플A9",\n,\n,"PowerVR GT7600",\n,\n,\n,"2GB","16GB","NVMe","MicroSD 미지원",\n,"LTE-A Cat.6","802.11 a/b/g/n/ac","v4.0",\n,"나노유심",\n,\n,"1,200만","500만","2160p(UHD),30fps",\n,\n,\n,\n,"F2.2","광학식손떨림보정(OIS)","○","○","○",\n,\n,"○",\n,"○",\n,"○",\n,\n,\n,"3.5mm",\n,\n,\n,"지문인식",\n,\n,\n,"Siri",\n,\n,\n,\n,"라이트닝8핀","2750",\n,\n,"배터리일체형",\n,\n,\n,\n,"77.9","158.2","7.3","192"
"11","아이폰6 Plus","A1524","apple",\n,"iOS9","가개통/중고","13.97","5.5","IPS-LCD","1920x1080","401",\n,"16:09","79.20%",\n,\n,\n,"애플A9",\n,\n,"PowerVR GT7600",\n,\n,\n,"2GB","16GB","NVMe","MicroSD 미지원",\n,"LTE-A Cat.6","802.11 a/b/g/n/ac","v4.0",\n,"나노유심",\n,\n,"1,200만","500만","2160p(UHD),30fps",\n,\n,\n,\n,"F2.2","광학식손떨림보정(OIS)","○","○","○",\n,\n,"○",\n,"○",\n,"○",\n,\n,\n,"3.5mm",\n,\n,\n,"지문인식",\n,\n,\n,"Siri",\n,\n,\n,\n,"라이트닝8핀","2750",\n,\n,"배터리일체형",\n,\n,\n,\n,"77.9","158.2","7.3","192"
"12","갤럭시 A90 5G","SM-A908","samsung",\n,"안드로이드9.0 파이","가개통/중고","17.02","6.7","S-AMOLED","2400x1080","393","60Hz","20:09","85.80%",\n,\n,\n,"스냅드래곤855","옥타(8)코어","2.8GHz+2.4GHz+1.7GHz","Adreno 640",\n,\n,\n,"6GB","128GB",\n,"microSD:최대512GB","5G NR","LTE-A Cat.20","802.11 a/b/g/n/ac","v5.0",\n,"나노유심",\n,\n,"4,800만+800만+500만","3,200만","4k,30fps",\n,\n,\n,\n,"F2.0","전자식손떨림보정(EIS)","○","○","○",\n,\n,\n,\n,"○",\n,\n,\n,\n,\n,\n,"모노(1개)",\n,\n,"지문인식(온스크린)","얼굴인식",\n,\n,"빅스비","삼성페이",\n,\n,\n,"USB타입C","4500",\n,\n,"배터리일체형","최대25W","고속충전지원",\n,\n,"76.4","164.8","8.4","206"
"13","갤럭시 A50","SM-A505","samsung",\n,"안드로이드9.0 파이","가개통/중고","16.25","6.4","S-AMOLED","2340x1080","403","60Hz","19.5:9","84.90%",\n,\n,\n,"엑시노스9610","옥타(8)코어","2.3GHz+1.7GHz","Mali G72",\n,\n,\n,"4GB","64GB",\n,"microSD:최대512GB",\n,"LTE-A Cat.12","802.11 a/b/g/n/ac","v5.0",\n,"나노유심",\n,\n,"2,500만+800만+500만","2,500만","1080p(FHD),30fps",\n,\n,\n,\n,"F1.7",\n,\n,"○","○",\n,\n,\n,\n,"○",\n,\n,\n,\n,\n,"3.5mm","모노(1개)",\n,\n,"지문인식(온스크린)","얼굴인식",\n,\n,"빅스비","삼성페이",\n,\n,\n,"USB타입C","4000",\n,\n,"배터리일체형","최대15W","고속충전지원",\n,\n,"74.7","158.5","7.7","166"
"14","갤럭시 A40","SM-A405","samsung",\n,"안드로이드9.0 파이","가개통/중고","14.99","5.9","S-AMOLED","2340x1080","437","60Hz","19.5:9","85.50%",\n,\n,\n,"엑시노스7904","옥타(8)코어","1.7GHz+1.6GHz","Mali G71",\n,\n,\n,"4GB","64GB",\n,"microSD:최대512GB",\n,"LTE-A Cat.12","802.11 a/b/g/n/ac","v5.0",\n,"나노유심",\n,\n,"1,600만+500만","2,500만","1080p(FHD),30fps",\n,\n,\n,\n,"F1.7",\n,\n,"○","○",\n,\n,\n,\n,"○",\n,\n,\n,\n,\n,"3.5mm","모노(1개)",\n,\n,"지문인식(후면)",\n,\n,\n,\n,\n,\n,\n,\n,"USB타입C","3100",\n,\n,"배터리일체형","최대15W","고속충전지원",\n,\n,"69.2","144.3","7.9",\n
"15","갤럭시 A30","SM-A305","samsung",\n,"안드로이드9.0 파이","가개통/중고","16.25","6.4","S-AMOLED","2340x1080","403","60Hz","19.5:9","84.90%",\n,\n,\n,"엑시노스7904","옥타(8)코어","1.8GHz+1.6GHz","Mali G71",\n,\n,\n,"3GB","32GB",\n,"microSD:최대512GB",\n,"LTE-A Cat.12","802.11 a/b/g/n/ac","v5.0",\n,"나노유심",\n,\n,"1,600만+500만","1,600만","1080p(FHD),30fps",\n,\n,\n,\n,"F1.7",\n,\n,"○","○",\n,\n,\n,\n,"○",\n,\n,\n,\n,\n,"3.5mm","모노(1개)",\n,\n,"지문인식(후면)","얼굴인식",\n,\n,"빅스비(홈, 리마인더)","삼성페이",\n,\n,\n,"USB타입C","4000",\n,\n,"배터리일체형","최대15W","USB PD2.0",\n,\n,"74.5","158.5","7.7","168"
"16","갤럭시 와이드4","SM-A205","samsung",\n,"안드로이드9.0 파이","가개통/중고","16.25","6.4","S-AMOLED","1560x720","268","60Hz","19.5:9","85%",\n,\n,\n,"엑시노스7884","옥타(8)코어","1.6GHz+1.35GHz","Mali G71",\n,\n,\n,"3GB","32GB",\n,"microSD:최대512GB",\n,"LTE-A Cat.12","802.11 b/g/n","v5.0",\n,"나노유심",\n,\n,"1,300만+500만","800만","1080p(FHD),30fps",\n,\n,\n,\n,"F1.9",\n,\n,"○","○",\n,\n,\n,\n,"○",\n,\n,\n,\n,\n,"3.5mm","모노(1개)",\n,\n,"지문인식(후면)",\n,\n,\n,\n,\n,\n,\n,\n,"USB타입C","4000",\n,\n,"배터리일체형","최대15W","고속충전지원",\n,\n,"74.7","158.4","7.8","169"
"17","갤럭시 A9 Pro","SM-G887","samsung",\n,"안드로이드8.1 오레오","가개통/중고","16.25","6.4","PLS-LCD","2340x1080","403",\n,"19.5:9","84.70%",\n,\n,\n,"스냅드래곤710","옥타(8)코어","2.2GHz+1.7GHz","Adreno 616",\n,\n,\n,"6GB","128GB",\n,"MicroSD 미지원",\n,"LTE-A Cat.15","802.11 a/b/g/n/ac","v5.0",\n,"나노유심",\n,\n,"2,400만+1,000만+500만","2,400만","2160p(UHD),30fps",\n,\n,\n,\n,"F1.7",\n,\n,"○","○",\n,\n,\n,\n,"○",\n,\n,\n,\n,\n,\n,"모노(1개)","24비트 음원재생",\n,"지문인식","얼굴인식",\n,\n,"빅스비",\n,\n,\n,\n,"USB타입C","3400",\n,\n,"배터리일체형","최대18W","고속충전지원",\n,\n,"74.9","158.4","7.4","173"
"18","갤럭시 A8 Star","SM-G885","samsung",\n,"안드로이드8.0 오레오","가개통/중고","16","6.3","S-AMOLED","2220x1080","392",\n,"18.5:9","80.60%",\n,\n,\n,"스냅드래곤660","옥타(8)코어","2.2GHz+1.8GHz","Adreno 512",\n,\n,\n,"4GB","64GB",\n,"microSD:최대512GB",\n,"LTE-A Cat.11","802.11 a/b/g/n/ac","v5.0",\n,"나노유심",\n,\n,"2,400만+1,600만","2,400만","2160p(UHD),30fps",\n,\n,\n,\n,"F1.7",\n,\n,"○","○",\n,\n,"○",\n,"○",\n,"○",\n,\n,\n,"3.5mm","모노(1개)","24비트 음원재생",\n,"지문인식",\n,\n,\n,\n,\n,\n,\n,\n,"USB타입C","3700",\n,\n,"배터리일체형",\n,\n,\n,\n,"77","162.4","7.6","191"
"19","갤럭시 A9 2018","SM-A920","samsung",\n,"안드로이드8.0 오레오","가개통/중고","16","6.3","S-AMOLED","2220x1080","392",\n,"18.5:9","80.50%",\n,\n,\n,"스냅드래곤660","옥타(8)코어","2.2GHz+1.8GHz","Adreno 512",\n,\n,\n,"6GB","128GB",\n,"microSD:최대512GB",\n,"LTE-A Cat.9","802.11 a/b/g/n/ac","v5.0",\n,"나노유심",\n,\n,"2,400만+1,000만+800만+500만","2,400만","2160p(UHD),30fps",\n,\n,\n,\n,"F1.7",\n,\n,"○","○",\n,"○",\n,\n,"○",\n,\n,\n,\n,\n,"3.5mm","모노(1개)","24비트 음원재생",\n,"지문인식",\n,\n,\n,"빅스비",\n,\n,\n,\n,"USB타입C","3800",\n,\n,"배터리일체형","최대18W","고속충전지원",\n,\n,"77","162.5","7.8","183"
"20","갤럭시 A8 2018","SM-A530","samsung",\n,"안드로이드 7.1.1","가개통/중고","14.19","5.6","AMOLED","2220x1080","441",\n,"18.5:9","75.60%",\n,\n,\n,"엑시노스 7885","옥타(8)코어","2.2GHz+1.6GHz",\n,\n,\n,\n,"4GB","32GB","eMMC","microSD:최대256GB",\n,"LTE-A Cat.12","802.11 a/b/g/n/ac","v5.0",\n,"나노유심",\n,\n,"1,600만","1,600만+800만","1080p(FHD),30fps",\n,\n,\n,\n,"F1.7",\n,\n,"○","○",\n,\n,"○",\n,"○",\n,"○",\n,\n,\n,"3.5mm","스테레오(2개)",\n,\n,"지문인식(후면)",\n,\n,\n,\n,"삼성페이",\n,"IP68",\n,"USB타입C","3000",\n,\n,"배터리일체형","최대18W","어댑티브패스트차징2.0",\n,\n,"70.6","149.2","8.4","172"
"21","갤럭시 A6 2018","SM-A600","samsung",\n,"안드로이드8.0 오레오","가개통/중고","14.19","5.6","S-AMOLED","1480x720","294",\n,"18.5:9","75%",\n,\n,\n,"엑시노스7870","옥타(8)코어","1.6GHz","Mali T830",\n,\n,\n,"3GB","32GB",\n,"microSD:최대256GB",\n,"LTE-A Cat.6","802.11 a/b/g/n","v4.2",\n,"나노유심",\n,\n,"1,600만","1,600만","1080p(FHD),30fps",\n,\n,\n,\n,"F1.7",\n,\n,"○","○",\n,\n,"○",\n,"○",\n,"○",\n,\n,\n,"3.5mm","모노(1개)","24비트 음원재생",\n,"지문인식","얼굴인식",\n,\n,"빅스비",\n,\n,\n,\n,"마이크로5핀","3000",\n,\n,"배터리일체형",\n,\n,\n,\n,"70.8","149.9","7.7",\n
"22","갤럭시 A7 2018","SM-A750","samsung",\n,"안드로이드8.0 오레오","가개통/중고","15.24","6","S-AMOLED","2220x1080","411",\n,"18.5:9","74.40%",\n,\n,\n,"엑시노스7885","옥타(8)코어","2.2GHz+1.6GHz","Mali G71",\n,\n,\n,"4GB","64GB",\n,"microSD:최대512GB",\n,"LTE-A Cat.6","802.11 a/b/g/n/ac","v5.0",\n,"나노유심",\n,\n,"2,400만+800만+500만","2,400만","1080p(FHD),30fps",\n,\n,\n,\n,"F1.7",\n,\n,"○","○",\n,\n,\n,\n,"○",\n,\n,\n,\n,\n,"3.5mm","모노(1개)","24비트 음원재생",\n,"지문인식",\n,\n,\n,"빅스비(홈, 리마인더, 비전)",\n,\n,\n,\n,"마이크로5핀","3300",\n,\n,"배터리일체형",\n,\n,\n,\n,"76.8","159.8","7.5","168"
"23","갤럭시 A5 2017","SM-A520","samsung",\n,"안드로이드6.0 마쉬멜로우","가개통/중고","13.22","5.2","AMOLED","1920x1080","424",\n,"16:09","81.20%",\n,\n,\n,"엑시노스7 7880","옥타(8)코어","1.9GHz","Mali T830",\n,\n,\n,"3GB","32GB","eMMC","microSD:최대256GB",\n,"LTE-A Cat.6","802.11 a/b/g/n/ac","v4.2",\n,"나노유심",\n,\n,"1,600만","1,600만","1080p(FHD),30fps",\n,\n,\n,\n,"F1.9",\n,\n,"○","○",\n,\n,"○",\n,"○",\n,"○",\n,\n,\n,"3.5mm","모노(1개)",\n,\n,"지문인식",\n,\n,\n,\n,"삼성페이",\n,"IP68",\n,"USB타입C","3000",\n,\n,"배터리일체형",\n,\n,\n,\n,"71.4","146.1","7.9","159"
"24","갤럭시 A8 2016","SM-A810","samsung",\n,"안드로이드6.0 마쉬멜로우","가개통/중고","14.47","5.7","AMOLED","1920x1080","386",\n,\n,"83%",\n,\n,\n,"엑시노스7 7420","옥타(8)코어","2.1GHz","Mali T760",\n,\n,\n,"3GB","32GB","UFS","MicroSD",\n,"LTE-A Cat.6","802.11 b/g/n/ac","v4.2",\n,"나노유심",\n,\n,"1,600만","800만","1080p(FHD),30fps",\n,\n,\n,\n,"F1.9",\n,\n,"○","○",\n,\n,"○",\n,"○",\n,"○",\n,\n,\n,"3.5mm",\n,\n,\n,"지문인식",\n,\n,\n,\n,"삼성페이",\n,\n,\n,\n,"3300",\n,\n,"배터리일체형",\n,"퀄컴퀵차지2.0",\n,\n,"76.8","156.6","7.2","182"
"25","갤럭시 A3 2016","SM-A310","samsung",\n,"안드로이드5.1 롤리팝","가개통/중고","11.93","4.7","AMOLED","1280x720","312",\n,"16:09","81.60%",\n,\n,\n,\n,"쿼드(4)코어","1.5GHz",\n,\n,\n,\n,"1.5GB","16GB","eMMC","microSD:최대128GB",\n,"LTE-A","802.11 b/g/n","v4.1",\n,"나노유심",\n,\n,"1,300만","500만","1080p(FHD),30fps",\n,\n,\n,\n,\n,\n,\n,\n,"○",\n,\n,"○",\n,\n,\n,"○",\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"2300",\n,\n,"배터리일체형",\n,\n,\n,\n,"65.2","134.5","7.3","132"
"26","갤럭시 A5 2016","SM-A510","samsung",\n,"안드로이드5.1 롤리팝","가개통/중고","13.22","5.2","AMOLED","1920x1080","424",\n,"16:09","81.90%",\n,\n,\n,"엑시노스7 7580","옥타(8)코어","1.6GHz","Mali T720",\n,\n,\n,"2GB","16GB","eMMC","MicroSD",\n,"LTE-A Cat.6","802.11 b/g/n","v4.1",\n,"나노유심",\n,\n,"1,300만","500만","1080p(FHD),30fps",\n,\n,\n,\n,\n,"광학식손떨림보정(OIS)","○",\n,"○",\n,\n,"○",\n,\n,\n,"○",\n,\n,\n,"3.5mm",\n,\n,\n,"지문인식",\n,\n,\n,\n,"삼성페이",\n,\n,\n,\n,"2900",\n,\n,"배터리일체형",\n,\n,\n,\n,"71","144.8","7.3","155"
