"sd_id","sd_model_name","sd_model_code","sd_maker","sd_release_date","sd_os","sd_sale_type","sd_display_cm","sd_display_in","sd_display_type","sd_display_resolution","sd_display_ppi","sd_display_hz","sd_display_aspect_ratio","sd_display_size","sd_display_width","sd_display_height","sd_display_hdr","sd_ap_type","sd_core","sd_core_clock","sd_gpu_core","sd_npu_dsp","sd_sensor_hub","sd_modem","sd_ram","sd_Builtin_memory","sd_storage","sd_external_memory","sd_5g","sd_4g","sd_wifi","sd_bluetooth","sd_satellite","sd_usim_type","sd_dual_usim","sd_camera_type","sd_back_camera","sd_front_camera","sd_camera_resolution","sd_flash","sd_photo_resolution","sd_front_resolution","sd_front_video_resolution","sd_camera_aperture","sd_hand_tremor_correction","sd_hand_tremor_protection","sd_camera_flash","sd_hdr_filming","sd_auto_hdr","sd_optical_zoom","sd_geotag","sd_laser_auto_focus","sd_auto_focus","sd_out_focus","sd_touch_focus","sd_panorama","sd_tof","sd_night_photography","sd_iphone_terminal","sd_speaker","sd_high_sound_quality","sd_sound_technology","sd_fingerprint","sd_face","sd_iris","sd_voice","sd_ai","sd_payment","sd_touch_pen","sd_dustproof","cs_etc","cs_charging_terminal","sd_battery","sd_battery_type1","sd_battery_type2","sd_battery_type3","sd_battery_terminal","sd_fast_charge","sd_wireless_charge","sd_color","sd_width","cs_height","cs_thickness","cs_weight"
"150","윙","LM-F100","lg",\n,"안드로이드10","공기계-새제품","17.2","6.8","P-OLED","2460x1080","395","60Hz","20.5:9","87.00%",\n,\n,\n,"스냅드래곤765G","옥타(8)코어","2.4GHz+2.2GHz+1.8GHz","Adreno 620",\n,\n,\n,"8GB","128GB","UFS","microSD:최대2TB","5G NR","LTE-A","802.11 a/b/g/n/ac","v5.1",\n,"나노유심",\n,\n,"6,400만+1,300만+1,200만","3,200만","4k,30fps",\n,\n,\n,\n,"F1.8","광학식손떨림보정(OIS)+전자식손떨림보정(EIS)","○","○","○",\n,\n,\n,\n,"○",\n,\n,"○",\n,\n,\n,"모노(1개)",\n,\n,"지문인식(온스크린)",\n,\n,\n,"구글 어시스턴트","LG페이",\n,"IP54",\n,"USB타입C","4000",\n,\n,"배터리일체형",\n,"퀵차지4+","Qi무선충전",\n,"74.5","169.5","10.9","260"
"151","갤럭시 A10e","SM-A102","samsung",\n,"안드로이드9.0 파이","공기계-새제품","14.8","5.83","PLS-LCD","1560x720","295","60Hz","19.5:9","81.40%",\n,\n,\n,"엑시노스7884","옥타(8)코어","1.6GHz+1.35GHz","Mali G71",\n,\n,\n,"2GB","32GB",\n,"microSD:최대512GB",\n,"LTE-A Cat.12","802.11 b/g/n","v5.0",\n,"나노유심",\n,\n,"800만","800만","1080p(FHD),30fps",\n,\n,\n,\n,"F1.9",\n,\n,"○","○",\n,\n,\n,\n,"○",\n,\n,"○",\n,\n,"3.5mm","모노(1개)",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"USB타입C","3000",\n,\n,"배터리일체형",\n,\n,\n,\n,"69.6","147.3","8.4","141"
"152","아이폰12","A2403","apple",\n,"iOS14","공기계-새제품","15.49","6.1","OLED","2532x1170","460","60Hz","19.5:9","86.00%",\n,\n,"돌비비젼+HDR10","애플 A14 Bionic","헥사(6)코어",\n,"Apple U1",\n,\n,\n,"6GB","128GB","NVMe","MicroSD 미지원","5G NR","LTE-A Cat.22","802.11 a/b/g/n/ac/ax","v5.0",\n,"나노유심",\n,\n,"1,200만+1,200만+1,200만+TOF 3D","1,200만","4K,60fps",\n,\n,\n,\n,"F1.6","광학식손떨림보정(OIS)+전자식손떨림보정(EIS)","○","○","○",\n,"○",\n,\n,"○",\n,\n,"○","○","○",\n,"스테레오(2개)",\n,\n,\n,"FaceID",\n,\n,"Siri","애플페이(국내미지원)",\n,"IP68",\n,"라이트닝8핀","2815",\n,\n,"배터리일체형","최대18W","USB PD2.0","Qi무선충전: 최대7.5W",\n,"71.5","146.7","7.4","187"
"153","아이폰12 Pro","A2407","apple",\n,"iOS14","공기계-새제품","15.49","6.1","OLED","2532x1170","460","60Hz","19.5:9","86.00%",\n,\n,"돌비비젼+HDR10","애플 A14 Bionic","헥사(6)코어",\n,"Apple U1",\n,\n,\n,"6GB","128GB","NVMe","MicroSD 미지원","5G NR","LTE-A Cat.22","802.11 a/b/g/n/ac/ax","v5.0",\n,"나노유심",\n,\n,"1,200만+1,200만+1,200만+TOF 3D","1,200만","4K,60fps",\n,\n,\n,\n,"F1.6","광학식손떨림보정(OIS)+전자식손떨림보정(EIS)","○","○","○",\n,"○",\n,\n,"○",\n,\n,"○","○","○",\n,"스테레오(2개)",\n,\n,\n,"FaceID",\n,\n,"Siri","애플페이(국내미지원)",\n,"IP68",\n,"라이트닝8핀","2815",\n,\n,"배터리일체형","최대18W","USB PD2.0","Qi무선충전: 최대7.5W",\n,"71.5","146.7","7.4","187"
"154","아이폰12 Pro Max","A2411","apple",\n,"iOS14","통신사가입-KT",\n,"6.7","OLED","2778x1284","458","60Hz","19.5:9","87.40%",\n,\n,"돌비비젼+HDR10","애플 A14 Bionic","헥사(6)코어",\n,"Apple U1",\n,\n,\n,"6GB","256GB","NVMe","MicroSD 미지원","5G NR","LTE-A Cat.22","802.11 a/b/g/n/ac/ax","v5.0",\n,"나노유심",\n,\n,"1,200만+1,200만+1,200만+TOF 3D","1,200만","4K,60fps",\n,\n,\n,\n,"F1.6","광학식손떨림보정(OIS)+전자식손떨림보정(EIS)",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"스테레오(2개)",\n,\n,\n,"FaceID",\n,\n,"Siri","애플페이(국내미지원)",\n,"IP68",\n,"라이트닝8핀","3687",\n,\n,"배터리일체형","최대18W","USB PD2.0","Qi무선충전: 최대7.5W",\n,"78.1","160.8","7.4","226"
"155","아이폰12 Mini","A2399","apple",\n,"iOS14","통신사가입-SKT","13.72","5.4","OLED","2340x1080","476","60Hz","19.5:9","85.10%",\n,\n,"돌비비젼+HDR10","애플 A14 Bionic","헥사(6)코어",\n,"Apple U1",\n,\n,\n,"4GB","256GB","NVMe","MicroSD 미지원","5G NR","LTE-A Cat.22","802.11 a/b/g/n/ac/ax","v5.0",\n,"나노유심",\n,\n,"1,200만+1,200만","1,200만","4K,60fps",\n,\n,\n,\n,"F1.6","광학식손떨림보정(OIS)+전자식손떨림보정(EIS)",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"스테레오(2개)",\n,\n,\n,"FaceID",\n,\n,"Siri","애플페이(국내미지원)",\n,"IP68",\n,"라이트닝8핀","2227",\n,\n,"배터리일체형","최대18W","USB PD2.0","Qi무선충전: 최대7.5W",\n,"64.2","131.5","7.4","133"
"156","갤럭시폴드2","SM-F916","samsung",\n,"안드로이드10","공기계-새제품","19.3","7.6","D-AMOLED","2208x1768","373","120Hz","5:04","88.60%",\n,\n,"HDR10+","스냅드래곤865+","옥타(8)코어","3.09GHz+2.42GHz+1.8GHz","Adreno 650",\n,\n,\n,"12GB","256GB","UFS3.1","MicroSD 미지원","5G NR","LTE-A Cat.20","802.11 a/b/g/n/ac/ax","v5.0",\n,"나노유심",\n,\n,"1,200만+1,200만+1,200만","1,000만","4K,60fps",\n,\n,\n,\n,"F1.8","광학식손떨림보정(OIS)+전자식손떨림보정(EIS)","○","○","○",\n,"○",\n,\n,"○",\n,\n,"○",\n,\n,\n,"스테레오(2개)","32비트 음원재생",\n,"지문인식(측면)",\n,\n,\n,"빅스비","삼성페이",\n,\n,\n,"USB타입C","4500",\n,\n,"배터리일체형","최대25W","고속충전지원","Qi무선충전: 최대11W",\n,"128.2","159.2","6.9","282"
"157","갤럭시 A12","SM-A125","samsung",\n,"안드로이드10","공기계-새제품","16.51","6.5","TFT-LCD","1600x720","264","60Hz","20:09","85.80%",\n,\n,\n,"미디어텍MT6765","옥타(8)코어","2.3GHz+1.8GHz","PowerVR GE8320",\n,\n,\n,"3GB","32GB","eMMC5.1","microSD:최대1TB",\n,"LTE Cat.4","802.11 b/g/n","v5.0",\n,"나노유심",\n,\n,"4,800만+500만+200만+200만","800만","1080p(FHD),30fps",\n,\n,\n,\n,"F2.0",\n,\n,"○","○",\n,\n,\n,\n,"○",\n,\n,"○",\n,\n,"3.5mm","모노(1개)",\n,\n,"지문인식(측면)",\n,\n,\n,\n,\n,\n,\n,\n,"USB타입C","5000",\n,\n,"배터리일체형","최대15W","고속충전지원",\n,\n,"75.8","164","8.9","205"
"158","갤럭시S21 Ultra","SM-G998","samsung",\n,"안드로이드11","공기계-새제품","17.2","6.8","D-AMOLED","3200x1440","515","120Hz","20:09","89.80%",\n,\n,"HDR10+","엑시노스2100","옥타(8)코어","2.9GHz+2.8GHz+2.2GHz","Mali G78",\n,\n,\n,"12GB","256GB","UFS3.1","MicroSD 미지원","5G NR","LTE-A","802.11 a/b/g/n/ac/ax","v5.2",\n,"나노유심",\n,\n,"1억800만+1,200만+1,000만+1,000만","4,000만","8K,24fps",\n,\n,\n,\n,"F1.8","광학식손떨림보정(OIS)+전자식손떨림보정(EIS)","○","○","○","○","○",\n,"○","○",\n,\n,"○",\n,\n,\n,"스테레오(2개)","32비트 음원재생",\n,"지문인식(온스크린)",\n,\n,\n,"빅스비","삼성페이","4096단계 필압(별매)","IP68",\n,"USB타입C","5000",\n,\n,"배터리일체형","최대25W","USB PD3.0","Qi무선충전: 최대15W",\n,"75.6","165.1","8.9","227"
"159","갤럭시S21 Plus","SM-G996","samsung",\n,"안드로이드11","공기계-새제품","17.02","6.7","D-AMOLED","2400x1080","394","120Hz","20:09","88.30%",\n,\n,"HDR10+","엑시노스2100","옥타(8)코어","2.9GHz+2.8GHz+2.2GHz","Mali G78",\n,\n,\n,"8GB","256GB","UFS3.1","MicroSD 미지원","5G NR","LTE-A","802.11 a/b/g/n/ac/ax","v5.0",\n,"나노유심",\n,\n,"6,400만+1,200만+1,200만","1,000만","8K,24fps",\n,\n,\n,\n,"F1.8","광학식손떨림보정(OIS)+전자식손떨림보정(EIS)","○","○","○","○","○",\n,\n,"○",\n,\n,"○",\n,\n,\n,"스테레오(2개)","32비트 음원재생",\n,"지문인식(온스크린)",\n,\n,\n,"빅스비","삼성페이",\n,"IP68",\n,"USB타입C","4800",\n,\n,"배터리일체형","최대25W","USB PD3.0","Qi무선충전: 최대15W",\n,"75.6","161.5","7.8","200"
"160","갤럭시S21","SM-G991","samsung",\n,"안드로이드11","공기계-새제품","15.75","6.2","D-AMOLED","2400x1080","421","120Hz","20:09","87.20%",\n,\n,"HDR10+","엑시노스2100","옥타(8)코어","2.9GHz+2.8GHz+2.2GHz","Mali G78",\n,\n,\n,"8GB","256GB","UFS3.1","MicroSD 미지원","5G NR","LTE-A","802.11 a/b/g/n/ac/ax","v5.0",\n,"나노유심",\n,\n,"6,400만+1,200만+1,200만","1,000만","8K,24fps",\n,\n,\n,\n,"F1.8","광학식손떨림보정(OIS)+전자식손떨림보정(EIS)","○","○","○","○","○",\n,\n,"○",\n,\n,"○",\n,\n,\n,"스테레오(2개)","32비트 음원재생",\n,"지문인식(온스크린)",\n,\n,\n,"빅스비","삼성페이",\n,"IP68",\n,"USB타입C","4000",\n,\n,"배터리일체형","최대25W","USB PD3.0","Qi무선충전: 최대15W",\n,"71.2","151.7","7.9","169"
"161","넥서스5","LG-D821","lg",\n,"안드로이드6.0 마쉬멜로우","해외구매-새제품","13.22","5.2",\n,"1920x1080","423",\n,\n,\n,\n,\n,\n,\n,"헥사(6)코어","1.8GHz",\n,\n,\n,\n,"2GB","32GB",\n,"MicroSD 미지원",\n,"LTE-A Cat.6","802.11 a/b/g/n/ac","v4.2",\n,"나노유심",\n,\n,"1,230만","500만","2160p(UHD),30fps",\n,\n,\n,\n,\n,\n,\n,"○",\n,\n,\n,\n,\n,"○",\n,"○",\n,\n,\n,"3.5mm",\n,\n,\n,"지문인식",\n,\n,\n,\n,\n,\n,\n,\n,"마이크로5핀","2700",\n,\n,"배터리일체형",\n,"퀵차지2.0",\n,\n,"72.6","147","7.9","136"
"162","옵티머스 뷰","LG-F100","lg",\n,\n,"가개통/중고",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"마이크로유심",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n
"163","옵티머스 G","LG-F180","lg",\n,"안드로이드4.1 젤리빈","가개통/중고","11.68","4.6","IPS-LCD",\n,"400~500",\n,\n,\n,\n,\n,\n,\n,"쿼드(4)코어","1.5GHz",\n,\n,\n,\n,"2GB","32GB","eMMC","MicroSD",\n,"LTE Cat.3",\n,"v4.0",\n,"마이크로유심",\n,\n,"1,200~1,499만","100~199만","1080p(FHD),30fps",\n,\n,\n,\n,\n,\n,\n,\n,"○",\n,\n,\n,\n,"○",\n,\n,\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"2300~2999",\n,\n,"배터리일체형",\n,\n,\n,\n,"50~80","100~150","7~10","100~150"
"164","옵티머스 뷰2","LG-F200","lg",\n,\n,"가개통/중고",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"마이크로유심",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,"러버듐 펜 방식",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n
"165","옵티머스G 프로","LG-F240","lg",\n,"안드로이드4.1 젤리빈","가개통/중고","13.97","5.5",\n,"1920x1080","400",\n,\n,\n,\n,\n,\n,\n,"쿼드(4)코어","1.7GHz",\n,\n,\n,\n,"2GB","32GB",\n,"MicroSD",\n,"LTE Cat.3",\n,"v4.0",\n,"마이크로유심",\n,\n,"1300만","210만",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"○",\n,\n,\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"3140",\n,\n,"배터리탈착형",\n,\n,\n,\n,"76.1","150.2","9.4","172"
"166","엘지 뷰3","LG-F300","lg",\n,"안드로이드4.4 킷캣","가개통/중고","13.22","5.2","IPS-LCD","1280x960",\n,\n,\n,\n,\n,\n,\n,\n,"쿼드(4)코어","2.3GHz","Adreno 330",\n,\n,\n,"2GB","16GB",\n,"MicroSD",\n,"LTE Cat.4","802.11 a/b/g/n","v4.0",\n,\n,\n,\n,\n,\n,"1080p(FHD),30fps",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"배터리탈착형",\n,\n,\n,\n,\n,\n,\n,\n
"167","프라다폰 3.0","LG-KU5400","lg",\n,\n,"가개통/중고",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n
"168","옵티머스Q2","LG-LU6500","lg",\n,\n,"가개통/중고",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"eMMC",\n,\n,\n,\n,\n,\n,"마이크로유심",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n
"169","Q70","LM-Q730","lg",\n,"안드로이드9.0 파이","가개통/중고","16.25","6.4","IPS-LCD","2310x1080","398","60Hz",\n,"81.40%",\n,\n,\n,"스냅드래곤675","옥타(8)코어","2.0GHz+1.7GHz","Adreno 612",\n,\n,\n,"4GB","64GB","eMMC","microSD:최대2TB",\n,"LTE-A Cat.12","802.11 a/b/g/n/ac","v5.0",\n,"나노유심",\n,\n,"3,200만+1,300만+500만","1,600만","1080p(FHD),30fps",\n,\n,\n,\n,"F1.8",\n,\n,"○","○",\n,\n,\n,\n,"○",\n,\n,\n,\n,\n,"3.5mm","모노(1개)","32비트 음원재생",\n,"지문인식(후면)",\n,\n,\n,"구글 어시스턴트","LG페이",\n,"IP68",\n,"USB타입C","4000",\n,\n,"배터리일체형","최대15W","고속충전지원",\n,\n,"76.8","162.1","8.3","198"
"170","Q92","LM-Q920","lg",\n,"안드로이드10","공기계-새제품","16.94","6.67","IPS-LCD","2400x1080","395","60Hz","20:09","83.50%",\n,\n,\n,"스냅드래곤765G","옥타(8)코어","2.4GHz+2.2GHz+1.8GHz","Adreno 620",\n,\n,\n,"6GB","128GB",\n,"microSD:최대2TB","5G NR","LTE-A Cat.18","802.11 a/b/g/n/ac","v5.0",\n,"나노유심",\n,\n,"4,800만+800만+500만+200만","3,200만","4k,30fps",\n,\n,\n,\n,"F1.8",\n,\n,"○","○",\n,\n,\n,\n,"○",\n,\n,"○",\n,\n,"3.5mm","스테레오(2개)",\n,\n,"지문인식(측면)",\n,\n,\n,\n,"LG페이",\n,\n,\n,"USB타입C","4000",\n,\n,"배터리일체형","최대15W","고속충전지원",\n,\n,"77.3","166.5","8.5","193"
"171","옵티머스 Z","SU950","lg",\n,\n,"가개통/중고",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"마이크로유심",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n
"172","갤럭시 지오","SHW-M290","samsung",\n,"안드로이드2.3 진저브레드","가개통/중고","7.87","3.1","LCD","480x320",\n,\n,\n,\n,\n,\n,\n,\n,"싱글(1)코어","0.8GHz",\n,\n,\n,\n,\n,\n,"eMMC","MicroSD",\n,"3G",\n,"v3.0",\n,\n,\n,\n,"300~499만",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"1000~1999",\n,\n,"배터리탈착형",\n,\n,\n,\n,\n,\n,"10~","100~150"
"173","갤럭시 A10","SM-A105","samsung",\n,"안드로이드9.0 파이","가개통/중고","15.75","6.2","IPS-LCD","1520x720","271","60Hz","19:09","81.60%",\n,\n,\n,"엑시노스7884","옥타(8)코어","1.6GHz+1.35GHz","Mali G71",\n,\n,\n,"2GB","32GB",\n,"microSD:최대512GB",\n,"LTE-A Cat.12","802.11 b/g/n","v5.0",\n,"나노유심",\n,\n,"1,300만","500만","1080p(FHD),30fps",\n,\n,\n,\n,"F1.9",\n,\n,"○","○",\n,\n,\n,\n,"○",\n,\n,\n,\n,\n,"3.5mm","모노(1개)",\n,\n,\n,"얼굴인식",\n,\n,\n,\n,\n,\n,\n,"마이크로5핀","3400",\n,\n,"배터리일체형",\n,\n,\n,\n,"75.8","155.6","8.1","168"
"174","갤럭시 A21s","SM-A217","samsung",\n,"안드로이드10","공기계-새제품","16.51","6.5","TFT-LCD","1600x720","270","60Hz","20:09","82.80%",\n,\n,\n,"엑시노스850","옥타(8)코어","2.0GHz+2.0GHz","Mali G52",\n,\n,\n,"3GB","32GB","eMMC5.1","microSD:최대512GB",\n,"LTE-A Cat.12","802.11 a/b/g/n/ac","v5.0",\n,"나노유심",\n,\n,"4,800만+800만+200만+200만","1,300만","1080p(FHD),30fps",\n,\n,\n,\n,"F2.0",\n,\n,"○","○",\n,\n,\n,\n,"○",\n,\n,"○",\n,\n,"3.5mm","모노(1개)",\n,\n,"지문인식(후면)",\n,\n,\n,\n,\n,\n,\n,\n,"USB타입C","5000",\n,\n,"배터리일체형","최대15W","고속충전지원",\n,\n,"75.3","163.7","8.9","192"
"175","갤럭시 A7 2017","SM-A720","samsung",\n,"안드로이드6.0 마쉬멜로우","가개통/중고","14.47","5.7","AMOLED","1920x1080","386",\n,"16:09","82.80%",\n,\n,\n,"엑시노스7 7880","옥타(8)코어","1.9GHz","Mali T830",\n,\n,\n,"3GB","32GB","eMMC","microSD:최대256GB",\n,"LTE-A Cat.6","802.11 a/b/g/n/ac","v4.2",\n,"나노유심",\n,\n,"1,600만","1,600만","1080p(FHD),30fps",\n,\n,\n,\n,"F1.9",\n,\n,"○","○",\n,\n,"○",\n,"○",\n,"○",\n,\n,\n,"3.5mm","모노(1개)",\n,\n,"지문인식",\n,\n,\n,\n,"삼성페이",\n,"IP68",\n,"USB타입C","3600",\n,\n,"배터리일체형",\n,\n,\n,\n,"77.6","156.8","7.9","186"
"176","갤럭시 M20","SM-M205","samsung",\n,"안드로이드9.0 파이","공기계-새제품","16","6.3","PLS-LCD","2340x1080","409","60Hz","19.5:9","83.60%",\n,\n,\n,"엑시노스7904","옥타(8)코어","1.8GHz+1.8GHz","Mali G71",\n,\n,\n,"3GB","32GB",\n,"MicroSD",\n,"LTE-A Cat.12","802.11 b/g/n","v5.0",\n,"나노유심",\n,\n,"1,300만+500만","800만","1080p(FHD),30fps",\n,\n,\n,\n,"F1.9",\n,\n,"○","○",\n,\n,\n,\n,"○",\n,\n,\n,\n,\n,"3.5mm","모노(1개)",\n,\n,"지문인식(후면)","얼굴인식",\n,\n,\n,\n,\n,\n,\n,"USB타입C","5000",\n,\n,"배터리일체형","최대15W",\n,\n,\n,"74.5","156.4","8.8","186"
"177","옵티머스 LTE 태그","LG-F120","lg",\n,\n,"가개통/중고",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"마이크로유심",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n
"178","LG 젠틀","LG-F580","lg",\n,"안드로이드5.1 롤리팝","가개통/중고","8.12","3.2","IPS-LCD","480x320","180",\n,\n,\n,\n,\n,\n,\n,"쿼드(4)코어","1.1GHz",\n,\n,\n,\n,"1GB","4GB","eMMC","MicroSD",\n,"LTE","802.11 b/g/n",\n,\n,"마이크로유심",\n,\n,"300만",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"3.5mm","모노(1개)",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"1700",\n,\n,"배터리탈착형",\n,\n,\n,\n,"58.7","117.7","16.6","143"
"179","옵티머스 마하","LG-LU3000","lg",\n,\n,"가개통/중고",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"마이크로유심",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n
"180","옵티머스 빅","LG-LU6800","lg",\n,\n,"가개통/중고",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"마이크로유심",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n
"181","옵티머스 원","LG-KU3700","lg",\n,\n,"공기계-새제품",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"마이크로유심",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n
"182","옵티머스 2X","LG-SU660","lg",\n,\n,"가개통/중고",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"듀얼(2)코어",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"마이크로유심",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n
"183","옵티머스 3D","LG-SU760","lg",\n,\n,"가개통/중고",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"마이크로유심",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n
"184","옵티머스 3D 큐브","LG-SU870","lg",\n,\n,"가개통/중고",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"마이크로유심",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n
"185","옵티머스 EX","LG-SU880","lg",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"마이크로유심",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n
"186","갤럭시 네오","SHW-M220","samsung",\n,\n,"가개통/중고",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"eMMC",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"3.5mm",\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,\n,"배터리탈착형",\n,\n,\n,\n,\n,\n,\n,\n
