sc_id,sc_model_name,sc_model_code,sc_maker,sc_release_date,sc_os,sc_sale_type,sc_display_cm,sc_display_in,sc_display_type,sc_display_resolution,sc_display_ppi,sc_display_hz,sc_display_aspect_ratio,sc_display_size,sc_display_width,sc_display_height,sc_display_hdr,sc_ap_type,sc_core,sc_core_clock,sc_gpu_core,sc_npu_dsp,sc_sensor_hub,sc_modem,sc_ram,sc_Builtin_memory,sc_storage,sc_external_memory,sc_5g,sc_4g,sc_wifi,sc_bluetooth,sc_satellite,sc_usim_type,sc_dual_usim,sc_camera_type,sc_back_camera,sc_front_camera,sc_camera_resolution,sc_flash,sc_photo_resolution,sc_front_resolution,sc_front_video_resolution,sc_camera_aperture,sc_hand_tremor_correction,sc_hand_tremor_protection,sc_camera_flash,sc_hdr_filming,sc_auto_hdr,sc_optical_zoom,sc_geotag,sc_laser_auto_focus,sc_auto_focus,sc_out_focus,sc_touch_focus,sc_panorama,sc_tof,sc_night_photography,sc_iphone_terminal,sc_speaker,sc_high_sound_quality,sc_sound_technology,sc_fingerprint,sc_face,sc_iris,sc_voice,sc_ai,sc_payment,sc_touch_pen,sc_dustproof,sn_etc,sn_charging_terminal,sc_battery,sc_battery_type1,sc_battery_type2,sc_battery_type3,sc_battery_terminal,sc_fast_charge,sc_wireless_charge,sc_color,sc_width,sc_height,sc_thickness,sc_weight
73,갤럭시S2 LTE,SHV-E110,samsung,2011. 09,,,,4.5,AMOLED,480 x 800,207,,,,,,,,,,,,,,1GB,,,Micro SDHC,,4G,802.11a/b/g/n,,,,,,,,,,,,(Full HD)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,,,분리형,마이크로 USB,,,,68.8,129.8,9.49,"135.5"
74,갤럭시S,SHW-M110,samsung,2010. 06,,,,4,AMOLED,480 x 800,233,,,,,,,,,,,,,,512MB,,,Micro SDHC,,,802.11b/g/n,,,,,,,,,,,,(HD)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,분리형,마이크로 USB,,,,64.2,122.4,9.9,"121"
75,갤럭시S Hoppin,SHW-M190,samsung,2011. 03,,,,4,AMOLED,480 x 800,233,,,,,,,,,,,,,,512MB,,,Micro SDHC,,,802.11b/g/n,,,,,,,,,,,,(HD)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,분리형,삼성 30핀,,,,64,122.4,10.9,"129"
76,갤럭시그랜드 맥스,SM-G720,samsung,2015. 01,안드로이드 4.4.4 KitKat,,,0,TFT,720 x 1280,,,,,65.38,116.22,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200MHz,Qualcomm Adreno 306,,,,1.5 GB,16GB,,,,4G,,4,,마이크로유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,Li-Ion,,분리형,,,,,74.8,146,7.95,
77,갤럭시그랜드2,SM-G710,samsung,2014. 03,안드로이드 4.3 Jelly Bean | 안드로이드 4.4.2 KitKat,,,5.25,TFT,720 x 1280,280,,,,65.38,116.22,,Qualcomm Snapdragon 400 MSM8226,4개 (32 비트),1200MHz,Qualcomm Adreno 305,,,,1.5 GB,8GB,,Micro SD,,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,,LED,3264 x 2448 (8 메가픽셀),,1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,Li-Ion,,분리형,,,,,75.3,146.8,8.95,"163"
78,갤럭시그랜드,SHV-E270,samsung,2013. 01,,,,5,TFT,480 x 800,187,,,,,,,,,,,,,,1GB,,,Micro SDHC,,4G,802.11a/b/g/n,,,,,,,,,,,,(Full HD)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,분리형,마이크로 USB,,,,76.9,143.5,9.6,"162"
79,갤럭시노트10,SM-N971,samsung,2019. 08,안드로이드 9.0 Pie,,,6.3,Dynamic AMOLED,1080 x 2280,400,,,,68.5,144.62,,Samsung Exynos 9 9825,8개 (64 비트),,ARM MaliG76 MP12,,,,8 | 12 GB,256GB,,,5G,,,5,,나노유심 ,,,,,,Dual LED,4032 x 3024 (12.2 메가픽셀),3648 x 2736 (10 메가픽셀),3840 x 2160 60 FPS,F/1.5 - 2.4,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,3500,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,71.8,151,7.9,"168"
80,갤럭시노트10 Plus,SM-N976,samsung,2019. 08,안드로이드 9.0 Pie,,,6.8,Dynamic AMOLED,1440 x 3040,495,,,,73.94,156.09,,Samsung Exynos 9 9825,8개 (64 비트),,ARM MaliG76 MP12,,,,12 GB,256GB/512GB,,,5G,,,5,,나노유심 ,,,,,,Dual LED,4032 x 3024 (12.2 메가픽셀),3648 x 2736 (10 메가픽셀),3840 x 2160 60 FPS,F/1.5 - 2.4,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4300,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,77.2,162.33,7.9,"196"
81,갤럭시노트9,SM-N960,samsung,2018. 08,안드로이드 8.1 Oreo | 안드로이드 9.0 Pie,,,6.4,Super AMOLED,1440 x 2960,514,,,,71.11,146.18,,Samsung Exynos 9 9810,8개 (64 비트),2700MHz,ARM MaliG72 MP18,,,,6 | 8 GB,128GB/512GB,,,,4G,,5,,나노유심 ,,,,,,Dual LED,4032 x 3024 (12.2 메가픽셀),3264 x 2448 (8 메가픽셀),3840 x 2160 30 FPS,F/1.5 - 2.4,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4000,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,76.4,161.9,8.8,"201"
82,갤럭시노트8,SM-N950,samsung,2018. 02,안드로이드 7.1.1 누가 | 안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,6.3,Super AMOLED,1440 x 2960,522,,,,70,143.9,,Samsung Exynos 9 Octa 8895,8개 (64 비트),2300MHz,ARM MaliG71 MP20,,,,6 GB,64GB/128GB/256GB,,,,4G,,5,,나노유심 ,,,,,,Dual LED,4032 x 3024 (12.2 메가픽셀),3264 x 2448 (8 메가픽셀),3840 x 2160 30 FPS,F/1.7,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,3300,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,74.8,162.5,8.6,"195"
83,갤럭시노트FE,SM-N935,samsung,2017. 07,안드로이드 6.0.1 marshmallow | 안드로이드 7.1 누가 | 안드로이드 8.0 Oreo,,,5.7,Super AMOLED,1440 x 2560,515,,,,70.98,126.19,,Samsung Exynos 8 Octa 8890,8개 (64 비트),2300MHz,ARM MaliT880 MP12,,,,4 GB,64GB,,Micro SD,,4G,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,,Dual LED,4032 x 3024 (12.2 메가픽셀),2592 x 1944 (5 메가픽셀),3840 x 2160 30 FPS,F/1.7,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,3200,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,73.9,153.5,7.9,"167"
84,갤럭시노트7,SM-N930,samsung,2016. 08,안드로이드 6.0.1 marshmallow,,,5.7,Super AMOLED,1440 x 2560,515,,,,70.98,126.19,,Samsung Exynos 8 Octa 8890,8개 (64 비트),2300MHz,ARM MaliT880 MP12,,,,4 GB,64GB,,Micro SD,,4G,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,,Dual LED,4032 x 3024 (12.2 메가픽셀),2592 x 1944 (5 메가픽셀),3840 x 2160 (UHD)30 FPS,F/1.7,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,3500,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,73.9,153.5,7.9,"169"
85,갤럭시노트5,SM-N920,samsung,2015. 08,안드로이드 5.1.1 롤리팝 | 안드로이드 6.0.1 마시멜로우 | 안드로이드 7.0 누가,,,5.7,Super AMOLED,1440 x 2560,515,,,,70.98,126.19,,Samsung Exynos 7 Octa 7420,8개 (64 비트),2100MHz,ARM MaliT760 MP8,,,,4 GB,32GB/64GB,,,,4G,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,,LED,5312 x 2988 (15.9 메가픽셀),2560 x 1920 (4.9 메가픽셀),3840 x 2160 (UHD)30 FPS,F/1.9,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,3000,Li-Ion,,"급속충전
일체형",,,무선충전 지원,,76.1,153.2,7.6,"171"
86,갤럭시노트4,SM-N910,samsung,2014. 09,안드로이드 4.4.4 KitKat | 안드로이드 5.0 롤리팝 | 안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우,,,5.7,Super AMOLED,1440 x 2560,515,,,,70.98,126.19,,Qualcomm Snapdragon 805 APQ8084,4개 (32 비트),2700MHz,Qualcomm Adreno 420,,,,3 GB,32GB,,Micro SD,,4G,802.11a/b/g/n/ac,4.1,,마이크로유심 ,,,,,,LED,5312 x 2988 (15.9 메가픽셀),2272 x 1696 (3.9 메가픽셀),3840 x 2160 (UHD)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3220,Li-Ion,,급속충전분리형,,,,,78.6,153.5,8.5,"176"
87,갤럭시노트4 S-LTE,SM-N916,samsung,2014. 12,안드로이드 4.4.4 KitKat | 안드로이드 5.0.1 롤리팝 | 안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우,,,5.7,Super AMOLED,1440 x 2560,515,,,,70.98,126.19,,Samsung Exynos 5 Octa 5433,8개 (64 비트),1900MHz,ARM MaliT760 MP6,,,,3 GB,32GB,,Micro SD,,4G,802.11a/b/g/n,4.1,,마이크로유심 ,,,,,,LED,5312 x 2988 (15.9 메가픽셀),2272 x 1696 (3.9 메가픽셀),3840 x 2160 (UHD)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3220,Li-Ion,,급속충전분리형,,,,,78.6,153.5,8.5,"176"
88,갤럭시노트4 Edge,SM-N915,samsung,2014. 10,안드로이드 4.4.4 KitKat | 안드로이드 5.1.1 롤리팝 | 안드로이드 6.0.1 마시멜로우,,,5.6,Super AMOLED,1600 x 2560,539,,,,75.39,120.62,,Qualcomm Snapdragon 805 APQ8084,4개 (32 비트),2700MHz,Qualcomm Adreno 420,,,,3 GB,32GB/64GB,,Micro SD,,4G,802.11a/b/g/n/ac,4.1,,마이크로유심 ,,,,,,LED,5312 x 2988 (15.9 메가픽셀),2272 x 1696 (3.9 메가픽셀),3840 x 2160 (UHD)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000,Li-Ion,,급속충전분리형,,,,,82.4,151.3,8.3,"174"
89,갤럭시노트3,SM-N900,samsung,2013. 09,안드로이드 4.3 Jelly Bean | 안드로이드 4.4.4 KitKat | 안드로이드 5.0 롤리팝,,,5.7,Super AMOLED,1080 x 1920,386,,,,70.98,126.19,,Qualcomm Snapdragon 800 MSM8974,4개 (32 비트),2300MHz,Qualcomm Adreno 330,,,,3 GB,16GB/32GB/64GB,,Micro SD,,4G,802.11a/b/g/n/ac,4,,마이크로유심 ,,,,,,LED,4128 x 3096 (12.8 메가픽셀),1920 x 1080 (2.1 메가픽셀),3840 x 2160 (UHD)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,Li-Ion,,분리형,,,,,79.2,151.2,8.3,"168"
90,갤럭시노트3 Neo,SM-N750,samsung,2014. 03,안드로이드 4.3 Jelly Bean | 안드로이드 4.4 KitKat | 안드로이드 5.1.1 롤리팝,,,5.5,Super AMOLED,720 x 1280,267,,,,68.49,121.76,,Samsung Exynos 5 Hexa 5260,6개 (32 비트),1700MHz,ARM MaliT624,,,,2 GB,16GB,,Micro SD,,4G,802.11a/b/g/n/ac,4,,마이크로유심 ,,,,,,LED,3264 x 2448 (8 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 (Full HD)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100,Li-Ion,,분리형,,,,,77.4,148.4,8.6,"162"
91,갤럭시노트2,SHV-E250,samsung,2012. 09,안드로이드 4.1.1 Jelly Bean | 안드로이드 4.1.2 Jelly Bean | 안드로이드 4.3 Jelly Bean | 안드로이드 4.4 KitKat,,,5.5,Super AMOLED,720 x 1280,267,,,,69.11,122.87,,Samsung Exynos 4 Quad 4412,4개 (32 비트),1600MHz,ARM Mali400 MP4,,,,2 GB,16GB/32GB/64GB,,Micro SD,,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,,LED,3264 x 2448 (8 메가픽셀),,1920 x 1080 (Full HD)30 FPS,F/2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100,Li-Ion,,분리형,,,무선충전 지원,,80.5,151.1,9.4,"180"
92,갤럭시노트,SHV-E160,samsung,2011. 11,안드로이드 2.3.5 Gingerbread | 안드로이드 4.0.x Ice Cream Sandwich | 안드로이드 4.1.2 Jelly Bean,,,5.3,Super AMOLED,800 x 1280,285,,,,71.35,114.16,,Samsung Exynos 4 Dual 4210,2개 (32 비트),1400MHz,ARM Mali400 MP4,,,,1 GB,16GB/32GB,,Micro SDHC,,4G,802.11a/b/g/n,3,,미니유심 ,,,,,,LED,3264 x 2448 (8 메가픽셀),,1920 x 1080 (Full HD)30 FPS,F/2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,Li-Ion,,분리형,,,,,83,146.9,9.7,"178"
93,갤럭시폴더2,SM-G160,samsung,2017. 06,안드로이드 6.0 마시멜로우,,,3.8,TFT,480 x 800,246,,,,49.66,82.77,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400MHz,Qualcomm Adreno 308,,,,2 GB,16GB,,,,4G,,4.2,,나노유심 ,,,,,,LED,3264 x 2448 (8 메가픽셀),2592 x 1944 (5 메가픽셀),1920 x 1080 30 FPS,F/1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,Li-Ion,,분리형,,,,,60.2,122,15.4,"160"
94,갤럭시 온7 2016,SM-G610,samsung,2016. 11,안드로이드 6.0.1 마시멜로우,,,5.5,TFT,1080 x 1920,401,,,,68.49,121.76,,Qualcomm Snapdragon 625 MSM8953,8개 (64 비트),2000MHz,Qualcomm Adreno 506,,,,3 GB,32GB,,,,4G,,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),1920 x 1080 30 FPS,F/1.9,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3300,Li-Ion,,일체형,,,,,75,151.7,8,"167"
95,갤럭시와이드,SM-G600,samsung,2016. 07,안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우,,,5.5,TFT,720 x 1280,267,,,,68.49,121.76,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200MHz,Qualcomm Adreno 306,,,,1.5 GB,8GB,,Micro SD,,4G,802.11b/g/n,4.1,,마이크로유심 ,,,,,,LED,4128 x 3096 (12.8 메가픽셀),2560 x 1920 (4.9 메가픽셀),1920 x 1080 (Full HD)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,Li-Ion,,분리형,,,,,77.5,151.8,8.2,"172"
96,갤럭시와이드3,SM-J737,samsung,2018. 05,안드로이드 8.0 Oreo,,,5.5,LCD,720 x 1280,267,,,,68.49,121.76,,Samsung Exynos 7 Octa 7870,8개 (64 비트),1600MHz,ARM MaliT830 MP2,,,,2 GB,32GB,,,,4G,,4.2,,나노유심 ,,,,,,,4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀),1920 x 1080 30 FPS,F/1.7,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3300,Li-Ion,,일체형,,,,,76.2,153.3,8.7,"180"
97,갤럭시알파,SM-G850,samsung,2014. 09,안드로이드 4.4.4 KitKat | 안드로이드 5.0.1 롤리팝,,,4.7,Super AMOLED,720 x 1280,312,,,,58.53,104.05,,Samsung Exynos 5 Octa 5430,8개 (32 비트),1800MHz,ARM MaliT628 MP6,,,,2 GB,32GB,,,,4G,802.11a/b/g/n/ac,4,,나노유심 ,,,,,,LED,4608 x 2592 (11.9 메가픽셀),,3840 x 2160 (UHD)30 FPS,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,1860,Li-Ion,,분리형,,,,,65.5,132.4,6.7,"115"
98,갤럭시코어,SHW-M585,samsung,2014. 71,안드로이드 4.1.2 Jelly Bean,,,0,TFT,480 x 800,,,,,56.19,93.66,,Qualcomm Snapdragon S4 Play MSM8225,2개 (32 비트),1200MHz,Qualcomm Adreno 203,,,,1 GB,8GB,,,,,,3,,마이크로유심 ,,,,,,LED,2592 x 1944 (5 메가픽셀),,720 x 480 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,Li-Ion,,분리형,,,,,67.6,129.3,8.95,"124"
99,갤럭시코어 Safe,SHW-M580,samsung,2014. 03,,,,4.3,,480 x 800,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,,,분리형,,,,,129.3,67.6,8.95,"124"
100,갤럭시코어 Advance,SHW-M570,samsung,2014. 02,안드로이드 4.2.2 Jelly Bean,,,4.7,TFT,480 x 800,199,,,,61.42,102.37,,Qualcomm Snapdragon 400 MSM8230,2개 (32 비트),1200MHz,Qualcomm Adreno 305,,,,1 GB,8GB,,,,,,4,,마이크로유심 ,,,,,,LED,2592 x 1944 (5 메가픽셀),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,Li-Ion,,분리형,,,,,70.5,133.3,9.7,"145"
101,갤럭시W,SM-T255,samsung,2014. 06,안드로이드 4.3 Jelly Bean,,,7,TFT,720 x 1280,210,,,,87.17,154.97,,Qualcomm Snapdragon 400 MSM8926,4개 (32 비트),1200MHz,Qualcomm Adreno 305,,,,1.5 GB,16GB,,,,,,4,,,,,,,,LED,3264 x 2448 (8 메가픽셀),1600 x 1200 (1.9 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,Li-Ion,,일체형,마이크로 USB,,,,99.6,191.8,8.8,"245"
102,갤럭시줌2,SM-C115,samsung,2014. 05,안드로이드 4.4.2 KitKat,,,4.8,Super AMOLED,720 x 1280,306,,,,59.77,106.26,,Samsung Exynos 5 Hexa 5260,6개 (32 비트),1700MHz,ARM MaliT624,,,,2 GB,8GB/16GB,,,,,,4,,마이크로유심 ,,,,,,Xenon,5248 x 3936 (20.7 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 60 FPS,F/3.1 - 6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430,Li-Ion,,분리형,,,,,70.8,137.5,16.6,"200"
103,갤럭시윈,SHV-E500,samsung,2013. 11,안드로이드 4.1.2 Jelly Bean,,,4.7,TFT,480 x 800,199,,,,61.42,102.37,,Qualcomm Snapdragon 200 MSM8225Q,4개 (32 비트),1200MHz,Qualcomm Adreno 203,,,,1 GB,8GB,,Micro SD,,4G,802.11b/g/n,3,,미니유심 ,,,,,,LED,2592 x 1944 (5 메가픽셀),,1280 x 720 15 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,Li-Ion,,분리형,,,,,70.7,133.3,9.7,"152"
104,갤럭시라운드,SM-G910,samsung,2013. 10,안드로이드 4.3 Jelly Bean,,,5.7,Super AMOLED,1080 x 1920,386,,,,70.98,126.19,,Qualcomm Snapdragon 800 MSM8974AB,4개 (32 비트),2300MHz,Qualcomm Adreno 330,,,,3 GB,32GB,,Micro SD,,4G,802.11a/b/g/n/ac,4,,마이크로유심 ,,,,,,LED,4128 x 3096 (12.8 메가픽셀),,1920 x 1080 (HD)60 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,Li-Ion,,분리형,,,,,79.6,151.1,7.9,"154"
105,갤럭시골든,SHV-E400,samsung,2013. 08,안드로이드 4.2.2 Jelly Bean,,,3.7,Super AMOLED,480 x 800,252,,,,48.35,80.59,,Qualcomm Snapdragon 400 MSM8930AB,2개 (32 비트),1700MHz,Qualcomm Adreno 305,,,,1.5 GB,16GB,,Micro SD,,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,,LED,3264 x 2448 (8 메가픽셀),,1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820,Li-Ion,,분리형,,,,,59.5,118,15.8,"179"
106,갤럭시메가 6.3,SHV-E310,samsung,2013. 06,안드로이드 4.2.2 Jelly Bean | 안드로이드 4.3 Jelly Bean | 안드로이드 4.4.2 KitKat,,,6.3,Super Clear LCD,720 x 1280,233,,,,78.45,139.47,,Qualcomm Snapdragon 400 MSM8930AB,2개 (32 비트),1700MHz,Qualcomm Adreno 305,,,,1.5 GB,8GB/16GB,,Micro SD,,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,,LED,3264 x 2448 (8 메가픽셀),,1920 x 1080 (HD)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,Li-Ion,,분리형,,,,,88,167.6,8,"199"
107,갤럭시팝,SHV-E220,samsung,2013. 01,안드로이드 4.1.2 Jelly Bean,,,4.65,Super AMOLED,720 x 1280,316,,,,57.9,102.94,,Samsung Exynos 4 Quad 4412,4개 (32 비트),1400MHz,ARM Mali400 MP4,,,,1 GB,8GB/16GB,,Micro SD,,4G,802.11a/b/g/n,4,,미니유심 ,,,,,,LED,3264 x 2448 (8 메가픽셀),,1920 x 1080 (Full HD)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,Li-Ion,,분리형,,,,,68.1,134.2,9.05,"134"
108,갤럭시R style,SHV-E170,samsung,2012. 06,안드로이드 2.3.3 Gingerbread | 안드로이드 4.0.x Ice Cream Sandwich,,,4.3,Super Clear LCD,480 x 800,256,,,,54.89,91.48,,Nvidia Tegra 2 250 AP20H,2개 (32 비트),1000MHz,ULP GeForce,,,,1 GB,8GB,,Micro SDHC,,4G,802.11b/g/n,3,,미니유심 ,,,,,,LED,2560 x 1920 (4.9 메가픽셀),,1280 x 720 (HD)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,Li-Ion,,분리형,,,,,66,125,9.5,"127"
109,갤럭시M style,SHW-M340,samsung,2012. 01,안드로이드 2.3 (Gingerbread),,,4,AMOLED,480 x 800,233,,,,,,,,,,,,,,512MB,,,Micro SDHC,,,802.11b/g/n,,,,,,,,,,,,(NTSC)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,,,분리형,마이크로 USB,,,,63,122.5,9.99,"123.5"
110,갤럭시에이스,SHW-M240,samsung,2011. 01,안드로이드 2.2.x Froyo | 안드로이드 2.3.x Gingerbread,,,3.5,TFT,320 x 480,165,,,,49.31,73.97,,Qualcomm Snapdragon S1 MSM7227-1 Turbo,1개 (32 비트),832MHz,Qualcomm Adreno 200,,,,278.016 MB,157.696MB,,Micro SDHC,,,802.11b/g/n,2.1,,미니유심 ,,,,,,LED,2592 x 1944 (5 메가픽셀),,640 x 480 (VGA)24 FPS,F/2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,Li-Ion,,분리형,,,,,59.9,112.4,11.5,"114"
111,갤럭시U,SHW-M130,samsung,2010. 08,안드로이드 2.1 Eclair | 2.2 Froyo  | 2.3 Gingerbread삼성 터치위즈 3.0 | 4.0,,,3.7,AMOLED,480 x 800,252,,,,,,,,,,,,,,512MB,,,Micro SDHC,,,802.11b/g/n,,,,,,,,,,,,(HD)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,분리형,마이크로 USB,,,,59.6,119.5,12.4,"131"
112,갤럭시진2,SM-A202,samsung,2019. 06,안드로이드 9.0 Pie,,,5.8,PLS,720 x 1560,296,,,,61.74,133.76,,Samsung Exynos 7 Octa 7884,8개 (64 비트),1600MHz,ARM MaliG71,,,,3 GB,32GB,,,,4G,,5,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),1920 x 1080 30 FPS,F/1.9,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000,Li-Polymer,,일체형,,,,,69.7,147.4,8.4,"141"
113,갤럭시 온7 프라임,SM-G611,samsung,2018. 02,안드로이드 7.1.1 누가,,,5.5,PLS,1080 x 1920,401,,,,68.49,121.76,,Samsung Exynos 7 Octa 7870,8개 (64 비트),1600MHz,ARM MaliT830 MP2,,,,3 | 4 GB,32GB/64GB,,,,4G,,4.1,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀),1920 x 1080 30 FPS,F/1.9,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3300,Li-Ion,,일체형,,,,,75,151.7,8.1,"166"
