sc_id,sc_model_name,sc_model_code,sc_maker,sc_release_date,sc_os,sc_sale_type,sc_display_cm,sc_display_in,sc_display_type,sc_display_resolution,sc_display_ppi,sc_display_hz,sc_display_aspect_ratio,sc_display_size,sc_display_width,sc_display_height,sc_display_hdr,sc_ap_type,sc_core,sc_core_clock,sc_gpu_core,sc_npu_dsp,sc_sensor_hub,sc_modem,sc_ram,sc_Builtin_memory,sc_storage,sc_external_memory,sc_5g,sc_4g,sc_wifi,sc_bluetooth,sc_satellite,sc_usim_type,sc_dual_usim,sc_camera_type,sc_back_camera,sc_front_camera,sc_camera_resolution,sc_flash,sc_photo_resolution,sc_front_resolution,sc_front_video_resolution,sc_camera_aperture,sc_hand_tremor_correction,sc_hand_tremor_protection,sc_camera_flash,sc_hdr_filming,sc_auto_hdr,sc_optical_zoom,sc_geotag,sc_laser_auto_focus,sc_auto_focus,sc_out_focus,sc_touch_focus,sc_panorama,sc_tof,sc_night_photography,sc_iphone_terminal,sc_speaker,sc_high_sound_quality,sc_sound_technology,sc_fingerprint,sc_face,sc_iris,sc_voice,sc_ai,sc_payment,sc_touch_pen,sc_dustproof,sn_etc,sn_charging_terminal,sc_battery,sc_battery_type1,sc_battery_type2,sc_battery_type3,sc_battery_terminal,sc_fast_charge,sc_wireless_charge,sc_color,sc_width,sc_height,sc_thickness,sc_weight
155,V20,LG-F800,lg,2016. 09,안드로이드 7.0 누가 | 안드로이드 8.0 Oreo,,,5.7,IPS,1440 x 2560,515,,,,70.98,126.19,,Qualcomm Snapdragon 820 MSM8996,4개 (64 비트),2150MHz,Qualcomm Adreno 530,,,,4 GB,64GB,,Micro SD,,4G,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,,Dual LED,4608 x 3456 (15.9 메가픽셀),2592 x 1944 (5 메가픽셀),3840 x 2160 (UHD)30 FPS,F/1.8,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3200,Li-Ion,,급속충전분리형,,,,,78.1,159.7,7.6,"174"
156,V10,LG-F600,lg,2015. 10,안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우,,,5.7,IPS,1440 x 2560,515,,,,70.98,126.19,,Qualcomm Snapdragon 808 MSM8992,6개 (64 비트),1800MHz,Qualcomm Adreno 418,,,,4 GB,64GB,,Micro SD,,4G,802.11a/b/g/n/ac,4.1,,나노유심 ,,,,,,LED,5312 x 2988 (15.9 메가픽셀),2560 x 1920 (4.9 메가픽셀),3840 x 2160 (UHD)30 FPS,F/1.8,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000,Li-Ion,,급속충전분리형,,,,,79.3,159.6,8.6,"192"
157,X5 2018,LM-X510,lg,2018. 06,안드로이드 8.0 Oreo,,,5.5,IPS,720 x 1280,267,,,,68.49,121.76,,MediaTek MT6750,8개 (64 비트),1500MHz,ARM MaliT860 MP2,,,,2 GB,32GB,,,,4G,,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2048 x 1536 (3.2 메가픽셀),1920 x 1080 30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,4500,Li-Ion,,일체형,,,,,78.1,154.7,8.9,"171"
158,X4,LM-X410,lg,2018. 03,안드로이드 7.1.2 누가,,,5.3,IPS,720 x 1280,277,,,,66,117.33,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400MHz,Qualcomm Adreno 308,,,,,16GB,,,,4G,,4.2,,나노유심 ,,,,,,LED,3264 x 2448 (8 메가픽셀),2560 x 1920 (4.9 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000,Li-Ion,,분리형,,,,,75.1,148.6,8.6,"172.3"
159,X4 Plus,LM-X415,lg,2018. 02,안드로이드 7.0 누가,,,5.3,IPS,720 x 1280,277,,,,66,117.33,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400MHz,Qualcomm Adreno 308,,,,2 GB,32GB,,,,4G,,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000,Li-Ion,,분리형,,,,,75.1,148.6,8.6,"172.3"
160,X6 2019,LM-X625,lg,2019. 06,안드로이드 8.1 Oreo,,,6.26,IPS,720 x 1520,269,,,,68.07,143.7,,MediaTek Helio P22 (MT6762),8개 (64 비트),2000MHz,PowerVR GE8320,,,,3 GB,64GB,,,,4G,,5,,나노유심 ,,,,,,Dual LED,4608 x 3456 (15.9 메가픽셀),4160 x 3120 (13 메가픽셀),1920 x 1080 30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3500,Li-Polymer,,일체형,,,,,77,161.3,8.7,"172"
161,X4 2019,LM-X420,lg,2019. 04,안드로이드 8.1 Oreo,,,5.7,IPS,720 x 1440,282,,,,64.75,129.5,,MediaTek Helio P22 (MT6762),8개 (64 비트),2000MHz,PowerVR GE8320,,,,2 GB,32GB,,,,4G,,5,,나노유심 ,,,,,,LED,4608 x 3456 (15.9 메가픽셀),3264 x 2448 (8 메가픽셀),1920 x 1080 30 FPS,F/2,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3000,Li-Polymer,,일체형,,,,,71.9,153,8.3,"150"
162,X2 2019,LM-X220,lg,2019. 08,안드로이드 9.0 Pie,,,5.45,IPS,720 x 1440,295,,,,61.91,123.82,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1300MHz,Qualcomm Adreno 308,,,,2 GB,32GB,,,,4G,,5,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,Li-Ion,,분리형,,,,,71.5,147,8.2,"147"
163,X2 2018,LM-X210,lg,2018. 07,안드로이드 7.1.2 누가,,,5,IPS,720 x 1280,294,,,,62.26,110.69,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1300MHz,Qualcomm Adreno 308,,,,2 GB,16GB,,,,4G,,4.2,,나노유심 ,,,,,,LED,3264 x 2448 (8 메가픽셀),2560 x 1920 (4.9 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,2500,Li-Ion,,분리형,,,,,71.9,144.8,8.2,"152"
164,X500,LGM-X320,lg,2017. 06,안드로이드 7.0 누가,,,5.5,IPS,720 x 1280,267,,,,68.49,121.76,,MediaTek MT6750,8개 (64 비트),1500MHz,ARM MaliT860 MP2,,,,2 GB,32GB,,,,4G,,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),1920 x 1080 30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500,Li-Polymer,,일체형,,,,,78.1,154.7,8.4,"164"
165,X401,LGM-X401,lg,2017. 11,,,,5.3,,720 x 1280,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,,,분리형,,,,,148.7,75.29,7.99,"142"
166,X400,LGM-K121,lg,2017. 02,안드로이드 7.0 누가,,,5.3,IPS,720 x 1280,277,,,,66,117.33,,MediaTek MT6750,8개 (64 비트),1500MHz,ARM MaliT860 MP2,,,,2 GB,16GB/32GB,,Micro SD,,4G,802.11b/g/n,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),1920 x 1080 (Full HD)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,2800,Li-Ion,,분리형,,,,,75.3,148.7,7.99,"144"
167,X300,LGM-K120,lg,2017. 01,안드로이드 7.0 누가,,,5,IPS,720 x 1280,294,,,,62.26,110.69,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400MHz,Qualcomm Adreno 308,,,,2 GB,16GB,,Micro SD,,4G,802.11b/g/n,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,Li-Ion,,분리형,,,,,72.1,144.8,8.09,"142"
168,엑스파워,LG-F750,lg,2016. 07,안드로이드 6.0 마시멜로우,,,5.3,IPS,720 x 1280,277,,,,66,117.33,,MediaTek MT6735,4개 (64 비트),1300MHz,ARM MaliT720 MP2,,,,2 GB,16GB,,Micro SD,,4G,802.11b/g/n,4.2,,마이크로유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),1920 x 1080 (Full HD)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100,Li-Ion,,분리형,,,,,74.9,148.9,7.9,"139"
169,X5,LG-F770,lg,2016. 07,안드로이드 6.0 마시멜로우,,,5.5,IPS,720 x 1280,267,,,,68.49,121.76,,,,1300MHz,,,,,2 GB,16GB,,Micro SD,,4G,802.11b/g/n,4.2,,마이크로유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),1920 x 1080 (Full HD)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,Li-Ion,,분리형,,,,,76.9,151.6,7.2,"133"
170,X스킨,LG-F740,lg,2016. 06,,,,5.3,,720 x 1280,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,,,분리형,,,,,,,,"122"
171,X캠,LG-F690,lg,2016. 06,안드로이드 6.0 마시멜로우,,,5.2,IPS,1080 x 1920,424,,,,64.75,115.12,,MediaTek MT6753,8개 (64 비트),1140MHz,ARM MaliT720 MP3,,,,2 GB,16GB,,,,,,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520,Li-Ion,,일체형,,,,,73.6,147.5,6.9,"118"
172,X스크린,LG-F650,lg,2016. 03,안드로이드 6.0 마시멜로우,,,4.9,IPS,720 x 1280,300,,,,61.39,109.14,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200MHz,Qualcomm Adreno 306,,,,2 GB,16GB,,,,4G,,4.1,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),1920 x 1080 30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,Li-Ion,,일체형,,,,,71.8,142.6,7.1,"120"
173,넥서스 5x,LG-H791,lg,2016. 03,안드로이드 6.0 마시멜로우 | 안드로이드 7.0 누가 | 안드로이드 7.1.1 누가 | 안드로이드 8.0 Oreo,,,5.2,IPS,1080 x 1920,424,,,,64.75,115.12,,Qualcomm Snapdragon 808 MSM8992,6개 (64 비트),1800MHz,Qualcomm Adreno 418,,,,2 GB,16GB/32GB,,,,4G,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,,Dual LED,4032 x 3024 (12.2 메가픽셀),2592 x 1944 (5 메가픽셀),3840 x 2160 30 FPS,F/2,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,2700,Li-Polymer,,"급속충전
일체형",,,,,72.6,147,7.9,"136"
174,옵티머스 LTE3,LG-F260,lg,2013. 03,Android,,,4.7,IPS,720 x 1280,312,,,,,,,,,,,,,,2GB,,,Micro SD,,4G,802.11a/b/g/n,,,,,,,,,,,,(Full HD)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540,,,분리형,마이크로 USB,,,,68.2,131.7,9.6,"133"
175,와인 스마트 재즈,LG-F610,lg,2015. 09,안드로이드 5.1.1 롤리팝,,,3.2,LCD,320 x 480,180,,,,45.09,67.63,,Qualcomm Snapdragon 210 MSM8909,4개 (32 비트),1100MHz,Qualcomm Adreno 304,,,,1 GB,4GB,,Micro SD,,4G,802.11a/b/g/n,4.1,,마이크로유심 ,,,,,,,2048 x 1536 (3.2 메가픽셀),640 x 480 (0.3 메가픽셀),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,Li-Ion,,분리형,,,,,58.7,117.7,16.6,"143"
176,와인 스마트,LG-F480,lg,2014. 09,안드로이드 4.4.2 KitKat,,,3.5,IPS,320 x 480,165,,,,49.31,73.97,,Qualcomm Snapdragon 400 MSM8926,4개 (32 비트),1200MHz,Qualcomm Adreno 305,,,,1 GB,4GB,,Micro SD,,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,,LED,3264 x 2448 (8 메가픽셀),,1920 x 1080 (Full HD)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,Li-Ion,,분리형,,,,,59.4,118.6,16.9,"140.8"
177,와인 스마트 3G,LG-T480,lg,2015. 03,안드로이드 4.4.2 KitKat,,,3.5,IPS,320 x 480,165,,,,49.31,73.97,,Qualcomm Snapdragon 400 MSM8926,4개 (32 비트),1200MHz,Qualcomm Adreno 305,,,,1 GB,4GB,,,,4G,,4,,마이크로유심 ,,,,,,LED,3264 x 2448 (8 메가픽셀),,1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,Li-Ion,,분리형,,,,,59.4,118.6,16.9,"140.8"
178,LG폴더,LM-Y110,lg,2018. 03,,,,3,,240 x 400,155,,,,,,,,,,,,,,,,,,,4G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,,,분리형,,,,,112.7,54.1,17.4,"130"
179,스마트폴더,LGM-X100,lg,2017. 10,안드로이드 7.1.1 누가,,,3.3,LCD,480 x 844,294,,,,41.44,72.86,,Qualcomm Snapdragon 210 MSM8909,4개 (32 비트),1300MHz,Qualcomm Adreno 304,,,,2 GB,16GB,,,,4G,,4.2,,마이크로유심 ,,,,,,,2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀),1280 x 720 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940,Li-Ion,,분리형,,,,,58.7,117.6,16.9,"142"
180,갤럭시 폴드,SM-F907,samsung,2019. 09,안드로이드 9.0 Pie,,,7.3,Dynamic AMOLED,2152 x 1536,362,,,,150.92,107.72,,Qualcomm Snapdragon 855,8개 (64 비트),2840MHz,Qualcomm Adreno 640,,,,12 GB,512GB,,,5G,,,5,,나노유심 ,,,,,,Dual LED,4032 x 3024 (12.2 메가픽셀),4320 x 2432 (10.5 메가픽셀),3840 x 2160 60 FPS,F/1.5 - 2.4,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4235,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,117.9,160.9,7.5,
181,아이폰SE(2020),A2775,apple,2020. 05,iOS 13,,,4.7,IPS,750 x 1334,326,,,,58.51,104.06,,Apple A13 Bionic APL1W85,6개 (64 비트),2650MHz,,,,,3 GB,64GB/128GB/256GB,,,,4G,,5,,나노유심,,,,,,,4032 x 3024 (12.2 메가픽셀),3088 x 2320 (7.2 메가픽셀),3840 x 2160 60 FPS,F/1.8,,,,,,,,,,,,,,,,,,,지문인식,,,,,APPLE Pay,,,,,1821,Li-Ion,,"급속충전
일체형",,,무선충전 지원,,67.3,138.4,7.3,"148"
182,갤럭시 A80,SM-A805,samsung,2019. 04,안드로이드 9.0 Pie,,,6.7,Super AMOLED,1080 x 2400,393,,,,69.84,155.19,,Qualcomm Snapdragon 730,8개 (64 비트),2200MHz,QUalcomm Adreno 618,,,,8 GB,128GB,,,,4G,,5,,나노유심 ,,,,,,Dual LED,8000 x 6000 (48 메가픽셀),,3840 x 2160 30 FPS,F/2,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,3700,Li-Polymer,,"급속충전
일체형",,,,,76.5,165.2,9,
183,갤럭시 Z플립,SM-F700,samsung,2020. 02,안드로이드 10,,,6.7,Dynamic AMOLED,1080 x 2636,425,,,,64.52,157.48,,Qualcomm Snapdragon 855 Plus,8개 (64 비트),2950MHz,Qualcomm Adreno 640,,,,8 GB,256GB,,,,4G,,5,,나노유심 ,,,,,,Dual LED,4032 x 3024 (12.2 메가픽셀),,60 FPS,F/1.8,,,,,,,,,,,,,,,,,,,지문인식,,,,,samsung pay,,,,,3300,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,73.6,167.3,7.2,"183"
184,갤럭시 S20,SM-G981,samsung,2020. 03,안드로이드 10,,,6.2,Dynamic AMOLED 2X,1440 x 3200,563,,,,64.62,143.61,,Qualcomm Snapdragon 865,8개 (64 비트),2840MHz,Qualcomm Adreno 650,,,,12 GB,128GB,,,5G,,,5,,나노유심 ,,,,,,Dual LED,4032 x 3024 (12.2 메가픽셀),10 MP (megapixels) (10 메가픽셀),7680 x 4320 30 FPS,F/1.8,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4000,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,69.1,151.7,7.9,"163"
185,갤럭시 S20 Plus,SM-G986,samsung,2020. 03,안드로이드 10,,,6.7,Dynamic AMOLED 2X,1440 x 3200,524,,,,69.84,155.19,,Qualcomm Snapdragon 865,8개 (64 비트),2840MHz,Qualcomm Adreno 650,,,,12 GB,128GB/256GB/512GB,,,5G,,,5,,나노유심 ,,,,,,Dual LED,4032 x 3024 (12.2 메가픽셀),10 MP (megapixels) (10 메가픽셀),7680 x 4320 24 FPS,F/1.8,,,,,,,,,,,,,,,,,,,지문인식,,,,,samsung pay,,,,,4500,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,73.7,161.9,7.8,"188"
186,갤럭시 S20 울트라,SM-G988,samsung,2020. 03,안드로이드 10,,,6.9,Dynamic AMOLED 2X,1440 x 3200,509,,,,71.92,159.82,,Qualcomm Snapdragon 865,8개 (64 비트),2840MHz,Qualcomm Adreno 650,,,,12 | 16 GB,128GB/256GB/512GB,,,5G,,,5,,나노유심 ,,,,,,Dual LED,12000 x 9000 (108 메가픽셀),7968 x 5480 (43.7 메가픽셀),7680 x 4320 30 FPS,F/1.8,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,5000,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,76,166.9,8.8,"222"
187,벨벳,LM-G900,lg,2020. 05,안드로이드 10,,,6.8,pOLED,1080 x 2460,395,,,,69.43,158.15,,Qualcomm Snapdragon 765G,8개 (64 비트),2400MHz,Qualcomm Adreno 620,,,,8 GB,128GB,,,5G,,,5.1,,나노유심 ,,,,,,Dual LED,8000 x 6000 (48 메가픽셀),4608 x 3456 (15.9 메가픽셀),30 FPS,F/1.8,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,4300,Li-Polymer,,"급속충전
일체형",,,,,74.1,167.1,7.85,"180"
188,Q51,LM-Q510,lg,2020. 02,안드로이드 10,,,6.5,IPS,720 x 1520,259,,,,70.68,149.21,,MediaTek Helio P22 (MT6762),8개 (64 비트),2000MHz,PowerVR GE8320,,,,3 GB,32GB,,,,4G,,5,,나노유심 ,,,,,,Dual LED,4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀),30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,4000,Li-Polymer,,"급속충전
일체형",,,,,77.9,166.9,8.4,"204"
189,LG폴더2,LM-Y120,lg,2020. 04,안드로이드 8.0 Oreo,,,2.8,TFT,240 x 320,143,,,,42.67,56.9,,Qualcomm Snapdragon 210 MSM8909,4개 (32 비트),1300MHz,Qualcomm Adreno 304,,,,1 GB,8GB,,,,4G,,4.2,,나노유심 ,,,,,,,1920 x 1080 (2.1 메가픽셀),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,Li-Ion,,분리형,,,,,55,107.9,18,"127"
190,Q61,LM-Q630,lg,2020. 05,안드로이드 10,,,6.53,IPS,1080 x 2340,395,,,,69.19,149.9,,,8개 (64 비트),2300MHz,,,,,4 GB,64GB,,,,4G,,5,,나노유심 ,,,,,,Dual LED,8000 x 6000 (48 메가픽셀),4608 x 3456 (15.9 메가픽셀),30 FPS,,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,4000,Li-Polymer,,"급속충전
일체형",,,,,77.5,164.5,8.3,
191,갤럭시 A31,SM-A315,samsung,2020. 05,안드로이드 10,,,6.4,Super AMOLED,1080 x 2400,411,,,,66.71,148.24,,MediaTek Helio G70,8개 (64 비트),2000MHz,ARM MaliG52 2EEMC2,,,,4 | 6 GB,64GB/128GB,,,,4G,,5,,나노유심 ,,,,,,LED,8000 x 6000 (48 메가픽셀),,30 FPS,F/2,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,5000,Li-Ion,,"급속충전
일체형",,,,,73.1,159.3,8.6,"185"
192,갤럭시 A51,SM-A516,samsung,2020. 05,안드로이드 10,,,6.5,Super AMOLED,1080 x 2400,405,,,,67.75,150.56,,Samsung Exynos 980,8개 (64 비트),2200MHz,ARM MaliG76 MP5,,,,6 | 8 GB,128GB,,,,4G,,5,,나노유심 ,,,,,,LED,8000 x 6000 (48 메가픽셀),,30 FPS,F/2,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4500,Li-Ion,,"급속충전
일체형",,,,,73.6,158.9,8.7,"187"
193,갤럭시 A퀀텀,SM-A716,samsung,2020. 05,안드로이드 10,,,6.7,Super AMOLED,1080 x 2400,393,,,,69.84,155.19,,Samsung Exynos 980,8개 (64 비트),2200MHz,ARM MaliG76 MP5,,,,6 | 8 GB,128GB,,,5G,,,5,,나노유심 ,,,,,,LED,9280 x 6944 (64.4 메가픽셀),,30 FPS,F/1.8,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4500,Li-Ion,,"급속충전
일체형",,,,,75.5,162.5,8.1,"185"
194,갤럭시S20 FE,SM-G781,samsung,2020. 10,안드로이드 10,,,6.5,Super AMOLED,1080 x 2400,405,,,,67.75,150.56,,Qualcomm Snapdragon 865,8개 (64 비트),2840MHz,Qualcomm Adreno 650,,,,6 | 8 GB,128GB/256GB,,,5G,,,5,,나노유심 ,,,,,,Dual LED,4032 x 3024 (12.2 메가픽셀),32 MP (megapixels) (32 메가픽셀),7680 x 4320 30 FPS,F/1.8,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4500,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,74.5,159.8,8.4,"190"
195,갤럭시노트20,SM-N981,samsung,2020. 09,안드로이드 10,,,6.7,Super AMOLED Plus,1080 x 2400,393,,,,69.84,155.19,,Qualcomm Snapdragon 865 Plus,8개 (64 비트),3090MHz,Qualcomm Adreno 650,,,,8 GB,128GB/256GB,,,5G,,,5,,나노유심 ,,,,,,Dual LED,4032 x 3024 (12.2 메가픽셀),10 MP (megapixels) (10 메가픽셀),7680 x 4320 24 FPS,F/1.8,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4300,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,75.2,161.6,8.3,"192"
196,갤럭시노트20 울트라,SM-N986,samsung,2020. 09,안드로이드 10,,,6.9,Dynamic AMOLED 2X,1440 x 3088,494,,,,74.07,158.84,,Qualcomm Snapdragon 865 Plus,8개 (64 비트),3090MHz,Qualcomm Adreno 650,,,,12 GB,128GB/256GB/512GB,,,5G,,,5,,나노유심 ,,,,,,LED,12000 x 9000 (108 메가픽셀),3648 x 2736 (10 메가픽셀),7680 x 4320 24 FPS,F/1.8,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4500,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,77.2,164.8,8.1,"208"
197,Q31,LM-Q310,lg,2020. 09,,,,5.7,,720 x 1520,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,분리형,,,,,147.9,71,8.7,"145"
198,Q52,LM-Q520,lg,2020. 10,,,,6.6,,720 x 1600,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,분리형,,,,,165,76.7,8.4,"186"
199,윙,LM-F100,lg,2020. 10,안드로이드 10,,,6.8,pOLED,1080 x 2460,395,,,,69.43,158.15,,Qualcomm Snapdragon 765G,8개 (64 비트),2400MHz,Qualcomm Adreno 620,,,,8 GB,256GB,,,,4G,,5.1,,나노유심 ,,,,,,Dual LED,9280 x 6920 (64.2 메가픽셀),6560 x 5480 (36 메가픽셀),7680 x 4320 30 FPS,F/1.8,,,,,,,,,,,,,,,,,,,지문인식,,,,,lg pay,,,,,4000,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,74.5,169.5,10.9,"260"
