,pl_id,pl_model_code,pl_name,star,market,write_id,upload_day,title,text,URL
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,184,X5,X5,5,,bea*****,19.01.07.,할부원금없이 공짜폰으로 싸게 잘샀어요. 배터리 ...,할부원금없이 공짜폰으로 싸게 잘샀어요. 배터리 용량이 젤 큰거라서 좋네요. 마니 파세요.,https://search.shopping.naver.com/catalog/19025180661?NaPm=ct%3Dkn9vb2o0%7Cci%3D0f5610a3c5fa033b259de44c6fc032cb2a1674eb%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6c42a3c6f8dd7a9362b0e00e2c8ed6ede5eb494a
0,184,X5,X5,5,인터파크,cade****,16.08.05.,좋아요 좋아요,생각보다 괜찮습니다. 가성비 좋아요생각보다 괜찮습니다. 가성비 좋아요생각보다 괜찮습니다. 가성비 좋아요생각보다 괜찮습니다. 가성비 좋아요생각보다 괜찮습니다. 가성비 좋아요생각보다 괜찮습니다. 가성비 좋아요생각보다 괜찮습니다. 가성비 좋아요생각보다괜찮습니다. 가성비 좋아요,https://search.shopping.naver.com/catalog/10035475362?NaPm=ct%3Dkn9vb3fs%7Cci%3D889edd526a0bdf26550c8fcb3a1d85624371e33d%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dcc7454d9f1c136cfba395c998eafe6dfa56832ae
0,184,X5,X5,5,인터파크,min*****,16.08.26.,매우만족이요,저렴하게 잘 샀어요 기기는 써봐야알겠지만 괜찮아보여요매우 친절하게 응대해주셔서 감사했습니다.케이스도 딱 원하던거에요~,https://search.shopping.naver.com/catalog/10035475362?NaPm=ct%3Dkn9vb3fs%7Cci%3D889edd526a0bdf26550c8fcb3a1d85624371e33d%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dcc7454d9f1c136cfba395c998eafe6dfa56832ae
0,184,X5,X5,5,인터파크,s*n*****,19.08.28.,폰,처음엔 여러가지 복잡하더니 이젠 잘되는듯...,https://search.shopping.naver.com/catalog/16150429253?NaPm=ct%3Dkn9vb47k%7Cci%3Dbf2aaec5274e76d4e7c289c314230a5f12814e3b%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dbc087757ad8283eca63e09eda5f4d83fa03173ce
0,184,X5,X5,5,11번가,ky******,18.07.12.,최고예요,저렴하게 잘 샀어요.상담도 친절히  잘해주셔서  감사합니다.사업  번창하세요.,https://search.shopping.naver.com/catalog/16150429253?NaPm=ct%3Dkn9vb47k%7Cci%3Dbf2aaec5274e76d4e7c289c314230a5f12814e3b%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dbc087757ad8283eca63e09eda5f4d83fa03173ce
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,187,X스크린,X Screen,5,롯데ON,y*m*****,21.01.24.,믿고 쓰는 회사 제품입니다.  티비,"믿고 쓰는 회사 제품입니다. 티비 광고 보고 갖고 싶어서 구매 했어요.사은품 넘 맘에들어 샀어요.무엇보다 착한 가격 마음에 쏙 드네요.S9보다 약간 가볍고 약간 커요.여자 장지갑에 쏙 들어 갈 정도 얇고 가벼워서 좋아요.사진 보정AI지우기 넘 신기하고 유용한 기능이네요.나 같이 기맹을 위해서 삼성맴버스 앱에 사용 방법 쉽게 설명 되어 있고, 팁어플 보니까 사용 방법 쉬워요.폰 열나는 현상은 없어요.삼성 티비 컴퓨터 s9 냉장고랑 호환성 좋아요.삼성은 환경을 생각해선지 폰케이스랑 충전기 없다는게 아쉽네요. 이어폰 단자가 둥근게 아니라 긴 단자라네요.어플 다운 속도가 느려요. 내가 4G요금제 쓰는데 다운 속도가 아쉽네요.외장 메모리카드 없다는 살짝 아쉬워요.유심칩 교체하고 전원 부팅 두번하니까 개통 되네요. 대리점 가서 비싼 요금제 설명 안들도 되고, 가격 저렴해서 착한폰 같아요.3일째 사용중인데 터치감 좋고 화면 깨끗해서 눈이 피로하지 않네요. 유용한기능 많아요. 약정 끝나고. 할부금 안 남고 폰 구형이 분들께 추천해요.",https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,3,삼성닷컴,황*현*****,21.04.04.,구매한 상품은 전체적으로 만족합니다만보상을 담당하는 민팃이나 삼성...,"구매한 상품은 전체적으로 만족합니다만
보상을 담당하는 민팃이나 삼성 고객센터에는 불만이 많습니다.
기존 갤럭시 제품을 사용하였기에 트레이드인 보상을 통해 구매를 진행하였으나
민팃측의 시세측정이 어처구니없이 불합리하게 되어있네요.
자급제폰 구매이기에 오픈마켓의 쿠폰 및 카드할인을 사용하면 더 저렴하게 구매 할 수 있었으나
민팃사이트에서 사전 시세측정 기준을 보고 삼성공식홈페이지에서 트레이드인을 통해 구매 하는게 조금 나을거 같아 구매를 했습니다.
기존 사용하던 폰이 액정에 잔상이 없었으며 액정과 뒷판이 새것처럼 깨끗하고
오직 측면과 모서리에만 케이스를 탈착할때 일어날 수 있는 미세한 기스만 있었기에
민팃의 시세기준표 기준 당연히 A등급은 받을 줄 알았습니다.
그런데 B등급이 나왔고 ATM을 통한 반납이었기에 다음날 민팃 고객센터에 전화하니 
등급기준표의 하나의 조건만 해당해도 그 등급이 나온다는 것이었습니다.
A등급 기준이 액정에 미세한기스, 뒷판(측면)에 미세한 기스인데 측면에 미세한 기스만 있고 액정에 기스가 없던 저는 당연히 A등급을 받을 줄 알았습니다.
민팃측의 얘기로는 측면이 미세한 기스가 아닌 찍힘이라는데 미세한 기스와 찍힘에 대한 기준도 없으며
등급기준표 어디에도 해당 항목중 하나만 해당해도 저 등급을 받는다는 고지는 없습니다.
B등급 기준표를 보면 액정 : 기스, 잔상, 뒷판(측면) : 기스, 찍힘 인데 
액정과 뒷판이 깨끗한 제 폰이 저런 판정을 받을 것이라고는 몰랐습니다.
민팃측에 보상기준에 대해서 항의를 하며 그런 기준이면 B 이상 받는 폰이 있냐 물으니 가끔 A등급을 받는 폰도 있다고 하네요.
 그러고서는 보상 기준이 불만이면 폰을 다시 가져가라고 하는데
이미 새폰은 유심을 꽂아서 일주일 정도 사용하고 있고 새폰을 반품할 수 없는 상황이라 어처구니가 없네요.
명확하지 않은 보상 기준도 불만이지만 불만이면 폰을 다시 가져가고 소보원에 항의한다고 해도 할테면 하라고 하네요.
이 상황에 대해 민팃측과는 해결이 되지 않을 것 같아서 삼성고객센터에 접수를 하고 다음날 담당자와 통화를 했으나
삼성측은 해당 보상에 대해서 책임이 없어 민팃측에 해결 할 수 있는 방법이 없다고 하네요.
삼성은 새로운 폰의 판매에만 책임이 있고 보상은 민팃측의 관할이라고 하는데
삼성 공식홈페이지에 제품의 구매가 트레이드인 신청 후 구매로 묶여 있는데 삼성측은 책임이 없다는것도 이해가 안가고
위 내용에 대해서 영업 부서에 전달은 하겠지만 회사 정책상 답변은 할 수가 없다고 하네요.
결국 트레이드인 추가 보상과 민팃 보상금액을 합치니 개인간에 중고폰 거래랑 금액 차이가 없네요.
일부러 의도한것 같기도 하고 폰이 아주 상태가 좋지 않으면 혜택을 볼 것 같으나 상태가 좋은폰은 트레이드인을 안하고 판매하는게 좋을 것 같습니다.
여기 상품평을 봐도 민팃에 대해서 또 다른 피해를 보신분들도 있는 것 같구요.
삼성같은 대기업에서 이렇게 소비자를 우롱하는 책임감 없는 보상을 진행하는것도 어처구니 없으며
본인들 홈페이지에 걸고 진행하는 프로모션이라면 보다 책임감 있는 자세를 가졌으면 합니다.
보상 금액 따지면 몇만원 차이인데 이금액보다는 민팃이라는 회사의 소비자에 대한 대응이 너무 어이가 없어서 긴 글 씁니다.
삼성축 연락 주신 담당자분도 다음날 연락하셨던데 적어도 민팃홈페이지에 들어가셔서 보상기준 정도는 보고 연락주셨어야지
제가 전화로 민팃홈페이지부터 보상기준까지 상세히 설명해 드려야 하는 부분도 대기업 고객 C/S 담당이라고는 볼 수 없네요.
백만원 가까운 폰을 구매해놓고 보상때문에 며칠동안 불쾌한 경험을 했네요.
이런 프로모션이라면 다시 고려해 보시기 바랍니다.






",https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,5,삼성닷컴,김*수*****,21.01.28.,삼성 갤럭시 21사진은 선명하고 동영상은 매끄럽다가장 압권은 하만카...,"삼성 갤럭시 21
사진은 선명하고 동영상은 매끄럽다
가장 압권은 하만카돈의 최고급(high-end)
사운드가 아닐까싶다.
마치 스마트티비 사운드바에서 뿜어져나오는
돌비사운드같기도하고
홈시어터의 서라운드뮤직같기도하다
듣는 내내 귀가 호강했다
너무 만족했다 별점 5개도 부족하다.

<삼>라만상중에 무엇이 제일인가?
<성>님 누님 할것없이
<갤>러리(대중)들이 환호하는
<럭>셔리하고
<시>크(chic)한
<21>세기  must item.

삼성갤럭시 21.",https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,5,롯데ON,h*u*****,21.03.24.,딸  선물로 주었는데  넘  좋네요,딸  선물로 주었는데  넘  좋네요  배송도 빨라서 다음날 왔어요 .바이올렛으로 ㅋ 자급제폰 첨인데 넘 편하고 바로 사용 할 수 있어  좋습니다 단  유심크기를  미리  알아보고  하는게 좋아요  다행히 맞더라고요 .폰이 고장났는데 빨리와서 공백도 줄이고 좋은 가격에  잘 샀어요,https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,5,삼성닷컴,차*철*****,21.01.30.,samsung.com 공식 홈페이지에서 구매하니깐 사전 예약 혜택도 좋...,"samsung.com 공식 홈페이지에서 구매하니깐 사전 예약 혜택도 좋고 배송도 빠르네요.

팬텀 핑크가 색감이 너무 예쁘고 볼수록 만지고 싶네요.

S21이라 가성비도 좋고 자급제라서 약정도 없고 디스플레이 파손 50% 지원 혜택도 있어서 안심하고 사용할 수 있을 것 같네요.",https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,5,롯데ON,d*l*****,21.03.21.,부모님 선물로 구매했어요~!! 너무,부모님 선물로 구매했어요~!! 너무 이뻐서 효녀됐네요~!판매자님도 너무너무 친절하시고 빠른 출고로 받아볼 수 있었어요!특히나 사은품들도 대박!안마기 효과짱입니다!!휴대폰은 말 할 것도 없구요^^부모님 사용하시기에 휴대폰이 너무 크지도 무겁지도 않아서 정말 적당해요!!,https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,5,삼성닷컴,황*민*****,21.02.01.,A8 2018에서 3년만에 S21로 바꿨습니다. 그래서 그런지 너무 좋...,"A8 2018에서 3년만에 S21로 바꿨습니다. 그래서 그런지 너무 좋네요... 요즘 스마트 폰이라는게 이 정도였습니까?ㅋㅋㅋㅋㅋ 격세지감과 대단함이 느껴지네요 요 며칠간 써본 결과
1. 얇은 배젤- 압도적입니다... 그냥 허공에 스마트폰 쓰는거 같음
2. 카메라 성능- 망원과 광각이 너무 좋아요.. 원체 쓰던게 구져서 역체감 때문인지 몰라도 64M로 찍으면 너무 좋음, 자동으로 상황에 따라 맞춰주거나 AI 사진 후 보정 능력이 엄청나네요.. 
3. 빠릿한 성능과 120Hz 화면- 저같이 폰겜 잘 안하시는 분들에겐 딱 일 수 도 있습니다 발열도 생각보다 심하지 않고, 120Hz 는 아이패드 프로 쓰고 있는데 그거보다 더 좋은 느낌임, 새거여서 그런가ㅋ
4. 배송 엄청빠름 - 금요일 오전 9시에 시켰는데 다음날 오후 2시쯤 옴.. 호에엑
원가절감이니 급나누기니 말이 많지만 제가 봤을때는 뺄건 잘 빼고 넣을건 잘 넣었다는 느낌이 강합니다,
리뷰로만 봤을때는 긴가민가 했었는데 매장가서 만져보고서는 그냥 딱 구매각이 보이더라구요 이거다 싶었음.
애매하면 가서 만져보고 결정하세요!",https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,4,삼성닷컴,천*현*****,21.02.01.,3년만에 핸드폰을 교체하였는데 개인적으로 핸드폰을 교체할때 중점...,3년만에 핸드폰을 교체하였는데 개인적으로 핸드폰을 교체할때 중점적으로 보는 부분을 이번 s21이 모두 충족시켜 주었습니다. 삼성닷컴에서 단독으로 진행한 프로모션 및 포인트 적립 부분에 있어서도 만족 하였구요. 다만 아쉬웠던 부분은 기본 케이스 및 충전기를 구성품에서 제거한 부분과 생각보다 배송이 늦어진 부분에 대해 미흡했다고 생각합니다. 앞으로 출시될 플래그쉽 모델들을 좀 더 기대해 보겠습니다!,https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,5,삼성닷컴,현*은*****,21.02.28.,트레이드인으로 주문했어요. 물량 부족으로 배송지연되긴 했는데 친절...,"트레이드인으로 주문했어요. 물량 부족으로 배송지연되긴 했는데 친절한 안내와 안전한 배송으로 잘 받았습니다.  전 폰이 자급제 s9+ 였는데 3년 사용에 액정이 금 간 상태ㅠㅠ 근데 추가보상이 10만원이나! 삼성카드 청구할인이 13%! 발품 팔기 싫고 5g 요금제 싫고.. 자급제가 역시 최고입니다. 삼성닷컴에서 혜택 잘 받고 구매합니다. 투고 이벤트로 체험 했는데 역시나 예쁘고 이전 시리즈보다 가볍습니다.. 개인적으로 엣지 별로라 플랫해서 더 좋아요. 페이스, 지문 인증은 이렇게 빨라도 되나 싶을 정도... 게임은 하지 않지만 폰을 자주 달고 있는 편인데 발열은 신경 쓰이지 않습니다. 아주 좋아요. 메모리는 기본 256 말이 필요 없습니다. 얼른 사세요~",https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,1,롯데ON,k*k*****,21.04.01.,1번 : 예전 번호 기재 2번 : 예,1번 : 예전 번호 기재2번 : 예전 번호 기재3번 : 정상 번호 기재질문 : 3번 폰이 기프티콘 안날라왔는데 어떻게 됐나요?답변 : 예전 번호로 날라갔습니다. 질문 : 예전 번호 말고 정상 번호로 다시 보내주실 수 있나요?답변 : 고객님 잘못입니다 ^^ 못 보내 드립니다 ^^질문 : (3번 휴대폰 주문 내역이랑 캡쳐해서 첨부) 제대로 적었는데요?답변 : 이거는 고객님 잘못이지만 재발송 해드리겠습니다 ^^무슨 소시오패스가 가스라이팅 시키는것도 아니고 끝까지 내잘못이라고 우기네요. 심지어 3번 같은경우는 배송주소도 잘못왔네요.  한 번에 3개 주문하니깐 다 똑같은 번호 똑같은 주소로 한 것으로 알고 처리한듯 한데 얼척이 없네요.남은 두개 휴대폰 기프티콘은 어케 됐냐면 당연히 못 받았습니다 ^^기프티콘 회사에 전화해보니깐 판매사가 요청하면  번호 변경해서 재발송 가능하다는데 여기는 그냥 귀찮은건지 기프티콘 발송이 돈이 아까운건지 모르겠네요그냥 3개 이하로 사실 분들은 서비스 기대하지 말고 사세요. 4개이상 사면 응대 잘해줄 수도 있죠^^,https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,4,삼성닷컴,최*미*****,21.02.05.,LG폰 쓰다가 이번에 새로 출시된 갤럭시 s21로 구매했어요. 사전구매예약...,"LG폰 쓰다가 이번에 새로 출시된 갤럭시 s21로 구매했어요. 사전구매예약해서 구매했어야 했는데.. 한발 늦게 아는 바람에 출시일에 구매했어요.
실물을 보고 구매한게 아니라서 기대감을 갖고 받았는데 핸드폰만 달랑와서 조금 아쉬웠지만 사은품이 있어서 그나마 위안이 되었어요. 
기존에 쓰던 기기보다 사이즈가 작아서 조금 어색한데 화질도 선명하고 용량도 크고 카메라도 좋고 기능이 많아서 좋아요!!!
아직 액정필름이랑 케이스를 구매 못해서 조심히 쓰고 있어서 카메라 기능을 많이 사용 못해봤는데 기대됩니다.",https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,5,삼성닷컴,정*진*****,21.01.31.,S21 투고 서비스 써보고 넘 좋아서 바로 사전예약 구매했는데 역시 삼성~...,"S21 투고 서비스 써보고 넘 좋아서 바로 사전예약 구매했는데 역시 삼성~ 구매배송일에 딱맞게 칼배송오고 배송기사님 엄청 친절하시고 핸드폰 넘 이쁘고 기능도 넘 좋아서 대박!!! 모든 서비스가 완벽하고 흠잡을 곳 없이 넘 좋네요. 타사몰에서도 할인, 구매혜택이 많아서 고민했는데 닷컴몰도 비슷한 가격할인에 서비스가 좋아서 여기서 구매하길 잘했네요~ 매번 매장가서 사다가 처음으로 몰에서 핸드폰 샀는데 몰도 간편하고 좋네요~ ",https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,5,삼성닷컴,황*호*****,21.01.30.,1월29일날 주문하고 오늘 (30일) 오전에 받았습니다.첫느낌은 한손에 촤악~...,"1월29일날 주문하고 오늘 (30일) 오전에 받았습니다.
첫느낌은 한손에 촤악~~ 감지는 느낌이고 후면 무광으로 이쁩니다.
 그리고 생각보다 무겁지 않고 갤s20 보다 너프 되었다고 하지만  일반 사용자가 사용하기에는 별문제 없을듯 합니다.




",https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,5,롯데ON,s*6*****,21.03.28.,자급제폰은 처음 구입해봤는데 여러모로,자급제폰은 처음 구입해봤는데 여러모로 장점이 많습니다.내가 원하는 요금제를 제약없이 선택할 수 있고 기존 통신사에서 제공받던 여러가지 혜택을 계속 누릴 수 있는 점이 좋구요..무엇보다도 롯데 on에서 구입하니 쿠폰 사용해 다른곳보다 좀 더 저렴하게 그리고 여러 사은품도 챙겨주는점이 가장 큰 장점이네요.,https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,1,삼성닷컴,송*은*****,21.02.23.,트레이드인 반납 폰인증 잘못하고 공기계 날리고 민팃에서 보상...,"트레이드인 반납 폰인증 잘못하고 공기계 날리고 민팃에서 보상은 못해준다 하고 삼성에 문의하라 나모른다 해서 삼성에 전화하니 전화가 연결이 아예 안되고 그냥 끊어짐 어쩌다가 연결되면 대기하다가 지ㅗ송하ㅏ고 그냥 끊어짐 무한반복 그러다가 겨우 한달마넹 통화됐는데, 보상 못해준다 함. 폰 팔고 고객센터 개판 운영하고, 사람이 없으면 충원을 하던가 답답해서 이메일 문의도 해보고 1:1문의도 해봤지만 구매전에 궁금한거 있어서 1:1문의한 거 2주만에 답변오고 트레이드인 문의한 건 한달이 넘게 지났는데 아직도 답변없이 처리중, 2달전에 이메일 문의한건 아예 답변도 도착하지 않고, 전화도 안돼 이메일문의도 안돼 1:1문의는 기본 2주 ~4주 이상 걸려 뭘 어쩌라는거냐...ㅐ체 개판이네 온라인샵을 이렇게 운영하는게 말이되냐?",https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,5,삼성닷컴,임*영*****,21.03.05.,배송 예정일 오전에 빨리 도착했어용 너무 이뻐요ㅠㅠㅠ사진도 예뻤...,"배송 예정일 오전에 빨리 도착했어용 
너무 이뻐요ㅠㅠㅠ사진도 예뻤는데 실물도 완전 귀엽고 색깔 이쁩니다 오래오래 사용해야겠어요♡ 배터리문제는 120주사율때문에 어쩔수 없는 문제고 발열은 전 딱히 생각 안날정도로 괜찮았어요!!이뿌게 잘 쓸게용👍👍",https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,5,롯데ON,t*o*****,21.03.29.,와우 금욜 오전에주문했는데 오후에 받,와우 금욜 오전에주문했는데 오후에 받았어요 이렇게 빨리보내주시다니^^ 완전번개배송 감사합니다  자급제폰 너무좋네요 유심만교체하니 저장했던앱들도 자동으로 옮겨지고 너무편하네요 대리점가서 이것저것따져가며 계약하는거 싫어 샀는데 완전맘에들어요 품질이야 새제품 이라 두말할것없구요,https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,5,삼성닷컴,안*운*****,21.02.04.,s8+에서 이번에 s21로 옮겼네요그전껀 커서 그런지 한손으로 사용하기불...,"s8+에서 이번에 s21로 옮겼네요
그전껀 커서 그런지 한손으로 사용하기불편했는데이건 한손에딱들어와요 작게나온게 딱느껴집니다. 그리고 성능이좋네요 핸드폰 화질이 선명하네요 구성품에 줄있는이어폰도없고 충전기도 없는게 좀 아쉬워요.  ",https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
0,187,X스크린,X Screen,3,롯데ON,b*l*****,21.01.26.,다른 대안이 없어 이 제품으로 구매하,다른 대안이 없어 이 제품으로 구매하기로 하고 사전예약 마지막날 구매했는데 구매하고 보니 다른 곳의 조건이 훨씬 좋네요. 아쉽지만 빨리 도착하길 바라고 기다렸는데  다행히 잘 도착했지만 그 주말을 지나 월요일에 개통했네요.발열이야기는 들어서 알았지만 정말 심한편이어서 고객센터가서 미리 업그레드등 했는데도 아쉽습니다.,https://search.shopping.naver.com/catalog/25604807522?NaPm=ct%3Dkn9vb6iw%7Cci%3D23f7a3bf8f61a16c3e9505fa916e7f058e62bf6a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D3e5f00d938ca4b9f2a22ba196792b7d6726fbb93
